@relation complete_nonan

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute 'weka.classifiers.bayes.BayesNet' numeric
@attribute 'weka.classifiers.bayes.NaiveBayes' numeric
@attribute 'weka.classifiers.bayes.NaiveBayesMultinomial' numeric
@attribute 'weka.classifiers.functions.Logistic' numeric
@attribute 'weka.classifiers.functions.MultilayerPerceptron' numeric
@attribute 'weka.classifiers.functions.SGD' numeric
@attribute 'weka.classifiers.functions.SMO' numeric
@attribute 'weka.classifiers.functions.SimpleLogistic' numeric
@attribute 'weka.classifiers.functions.VotedPerceptron' numeric
@attribute 'weka.classifiers.lazy.IBk' numeric
@attribute 'weka.classifiers.lazy.KStar' numeric
@attribute 'weka.classifiers.rules.DecisionTable' numeric
@attribute 'weka.classifiers.rules.JRip' numeric
@attribute 'weka.classifiers.rules.OneR' numeric
@attribute 'weka.classifiers.rules.PART' numeric
@attribute 'weka.classifiers.rules.ZeroR' numeric
@attribute 'weka.classifiers.trees.DecisionStump' numeric
@attribute 'weka.classifiers.trees.J48' numeric
@attribute 'weka.classifiers.trees.LMT' numeric
@attribute 'weka.classifiers.trees.REPTree' numeric
@attribute 'weka.classifiers.trees.RandomForest' numeric
@attribute 'weka.classifiers.trees.RandomTree' numeric

@data
1531,0.979459,48020586300,9604117260,9671820,0.768797,0.037834,0,0.880796,0.039406,0.403455,0.670004,0.052378,0.253233,0.768797,0.037834,0,0.000393,0.701417,0.036753,0.217991,0.701417,0.036753,0.217991,0.77167,0.034395,0.383468,0.962166,9791,5,9740,8.973919,516.428656,5,1.683195,289.424399,5,3908.666667,2.201394,343.826871,5,0.546386,191.833282,5,993,-1.184905,0.405828,5,-0.023516,0.057453,0.002555,26,0.889166,0.039112,0.405419,0,5,4,10176,0,0,3,1,0,0,0,0.75,0.25,-1.184905,0.405828,-0.023516,0.057453,-1.184832,514.646128,-0.020521,286.017995,8.973919,516.428656,1.683195,289.424399,0.499326,0.037834,0,0.769723,0.033412,0.337277,0.769723,0.033412,0.337277,0.704035,0.037834,0,0.849647,0.038522,0.022454,0.850827,0.035181,0.225462,0,5050.082805,0,0.661797,0.053754,0.246656,96.802364,96.316481,22.311228,96.815496,96.789232,0,96.388707,96.80893,0,94.596192,96.395272,96.802364,96.690742,96.664478,96.559422,96.388707,96.388707,96.598818,96.80893,96.7761,96.585686,94.64872
1532,0.980594,50165242875,10033048575,10103775,0.761568,0.035902,0,0.877901,0.03787,0.402262,0.675012,0.050806,0.256188,0.761568,0.035902,0,0.000375,0.703189,0.033746,0.213289,0.763452,0.031777,0.360756,0.763452,0.031777,0.360756,0.964098,10285,5,10175,8.656982,516.304181,5,1.642054,288.756253,5,4053.666667,2.097431,343.973554,5,0.530401,191.72261,5,993,-1.189004,0.406788,5,-0.032384,0.057322,0.002437,26,0.885104,0.037683,0.404389,0,5,4,10668,0,0,3,1,0,0,0,0.75,0.25,-1.189004,0.406788,-0.032384,0.057322,-1.175685,515.209693,-0.018467,286.354254,8.656982,516.304181,1.642054,288.756253,0.499276,0.035902,0,0.763814,0.032527,0.342156,0.763814,0.032527,0.342156,0.761568,0.035902,0,0.84824,0.034027,0.27687,0.845332,0.035339,0.088032,0,5301.230172,0,0.652431,0.052868,0.22838,96.93609,96.359649,24.053885,97.017544,97.036341,0,96.616541,97.017544,0,94.893484,96.616541,96.93609,96.804511,96.93609,96.691729,96.616541,96.616541,96.622807,97.017544,96.923559,96.754386,94.661654
1533,0.980164,49060867995,9812173599,9881343,0.73685,0.036588,0,0.875204,0.038225,0.400437,0.670519,0.05517,0.242163,0.73685,0.036588,0,0.000385,0.69981,0.036395,0.206258,0.69981,0.036395,0.206258,0.69981,0.036395,0.206258,0.963412,10006,5,9951,8.262032,515.935105,5,1.595959,288.323711,5,3979,1.966804,343.466234,5,0.519187,191.632333,5,993,-1.190045,0.407174,5,-0.027411,0.057881,0.002407,25,0.879185,0.038802,0.39068,0,5,4,10386,0,0,3,1,0,0,0,0.75,0.25,-1.190045,0.407174,-0.027411,0.057881,-1.171575,514.056422,-0.010986,286.515409,8.262032,515.935105,1.595959,288.323711,0.499952,0.036588,0,0.676263,0.036106,0.20468,0.739653,0.034758,0.276527,0.73685,0.036588,0,0.848963,0.036395,0.206258,0.85507,0.034181,0.333744,0,5171.903711,0,0.65939,0.052089,0.245539,96.776062,96.248391,23.487773,96.872587,96.853282,0,96.525097,96.872587,0,94.710425,96.525097,96.776062,96.705277,96.782497,96.615187,96.525097,96.525097,96.583012,96.872587,96.698842,96.679537,94.761905
1534,0.979488,48118297500,9623659500,9691500,0.777253,0.037782,0,0.880285,0.03945,0.401242,0.672639,0.058881,0.231277,0.777253,0.037782,0,0.000393,0.499276,0.037782,0,0.713589,0.035918,0.212951,0.779931,0.034642,0.356933,0.962218,9805,5,9750,8.446535,515.497056,5,1.631399,288.824086,5,3912.333333,2.027185,343.316009,5,0.53086,191.638031,5,993,-1.187479,0.406811,5,-0.022715,0.058082,0.002552,26,0.886434,0.039941,0.398032,0,5,4,10190,0,0,3,1,0,0,0,0.75,0.25,-1.187479,0.406811,-0.022715,0.058082,-1.177501,514.044161,-0.016105,286.031926,8.446535,515.497056,1.631399,288.824086,0.499276,0.037782,0,0.780068,0.033857,0.344389,0.780068,0.033857,0.344389,0.519747,0.037782,0,0.715136,0.037782,0,0.831564,0.035525,0.226253,0,5055.567657,0,0.667893,0.051521,0.251806,96.917022,96.359462,30.429649,96.956379,96.831748,0,96.425057,96.917022,0,94.758937,96.425057,96.917022,96.608724,96.707117,96.556248,96.425057,96.425057,96.398819,96.917022,96.726796,96.621843,94.680223
1535,0.978674,47088769995,9417753999,9484143,0.762825,0.039043,0,0.878786,0.040545,0.400611,0.664183,0.057563,0.220208,0.762825,0.039043,0,0.0004,0.499924,0.039043,0,0.764957,0.035439,0.368978,0.764969,0.035539,0.360773,0.960957,9599,5,9551,9.017072,515.875063,5,1.676713,289.182863,5,3845.666667,2.22038,343.640826,5,0.544812,191.543444,5,993,-1.181595,0.40521,5,-0.021445,0.057259,0.002603,26,0.883972,0.040344,0.401072,0,5,4,9989,0,0,3,1,0,0,0,0.75,0.25,-1.181595,0.40521,-0.021445,0.057259,-1.174336,514.642206,-0.020831,285.390212,9.017072,515.875063,1.676713,289.182863,0.499924,0.039043,0,0.757862,0.035039,0.340779,0.757862,0.035039,0.340779,0.698673,0.039043,0,0.832383,0.039143,0.052233,0.841379,0.035539,0.361852,0,4940.963604,0,0.643791,0.057563,0.221043,96.641017,96.0455,26.430244,96.580796,96.607561,0,96.286383,96.580796,0,94.580127,96.286383,96.641017,96.373369,96.467046,96.373369,96.286383,96.286383,96.26631,96.580796,96.54734,96.420207,94.058213
1537,0.983546,126731947725,25346389545,25525065,0.797752,0.025536,0,0.898671,0.030182,0.357051,0.674551,0.038951,0.215046,0.797752,0.025536,0,0.00014,0.499632,0.025536,0,0.499632,0.025536,0,0.499632,0.025536,0,0.974464,27895,5,25705,6.433319,510.83501,5,1.536889,287.194661,5,9230.333333,1.359038,338.701652,5,0.511485,189.993791,5,993,-1.19523,0.411356,5,-0.00242,0.060021,0.00248,71,0.902704,0.030182,0.359354,0,5,4,28626,0,0,3,1,0,0,0,0.75,0.25,-1.19523,0.411356,-0.00242,0.060021,-1.160976,504.85859,-0.000014,282.726691,6.433319,510.83501,1.536889,287.194661,0.499632,0.025536,0,0.721558,0.025152,0.199404,0.81458,0.024733,0.235638,0.797752,0.025536,0,0.869453,0.025152,0.199404,0.88896,0.024383,0.277209,0,14267.479852,0,0.654136,0.038357,0.221888,97.664608,97.005011,47.14369,97.611001,97.631978,0,97.506118,97.613332,0,96.175271,97.506118,97.63897,97.54341,97.622655,97.57604,97.506118,97.506118,97.562056,97.613332,97.645962,97.592355,95.91656
1538,0.967207,42180097920,8436019584,8504052,0.741589,0.055752,0,0.818133,0.065692,0.157152,0.567645,0.097681,0.091438,0.741589,0.055752,0,0.000457,0.499913,0.055752,0,0.499913,0.055752,0,0.499913,0.055752,0,0.944248,8265,5,8564,1.410473,507.92494,5,1.223082,288.150894,5,3516.333333,-0.325567,338.38075,5,0.41188,192.071225,5,992,-1.20142,0.449917,5,-0.004265,0.092579,0.006398,56,0.817664,0.065006,0.159231,0,5,4,8753,0,0,3,1,0,0,0,0.75,0.25,-1.20142,0.449917,-0.004265,0.092579,-1.185754,506.767394,0.016822,287.970203,1.410473,507.92494,1.223082,288.150894,0.499913,0.055752,0,0.499913,0.055752,0,0.499913,0.055752,0,0.683425,0.055752,0,0.746383,0.055752,0,0.758781,0.056895,0.018822,0,4371.407592,0,0.588143,0.093454,0.128392,94.652406,93.605806,22.024446,94.568373,94.644767,0,94.652406,94.652406,0,90.473644,94.652406,94.652406,94.537815,94.553094,94.415584,94.652406,94.652406,94.59893,94.652406,94.637128,94.293354,90.168067
1539,0.96827,44184810880,8836962176,8908228,0.734442,0.054732,0,0.828569,0.063454,0.184354,0.578827,0.091147,0.104997,0.734442,0.054732,0,0.000436,0.499944,0.054732,0,0.499944,0.054732,0,0.499944,0.054732,0,0.945268,8670,5,8962,1.414212,509.046228,5,1.215253,288.357341,5,3649.333333,-0.325453,338.994211,5,0.408062,192.249395,5,992,-1.203641,0.449162,5,-0.013581,0.090827,0.006106,56,0.825025,0.063672,0.187068,0,5,4,9172,0,0,3,1,0,0,0,0.75,0.25,-1.203641,0.449162,-0.013581,0.090827,-1.186931,507.487244,0.022514,288.300018,1.414212,509.046228,1.215253,288.357341,0.499944,0.054732,0,0.499944,0.054732,0,0.499944,0.054732,0,0.480098,0.054732,0,0.722311,0.054732,0,0.791008,0.054732,0,0,4600.904404,0,0.579154,0.091365,0.105404,94.717668,93.668488,22.462659,94.666667,94.710383,0,94.717668,94.717668,0,91.249545,94.717668,94.717668,94.528233,94.535519,94.462659,94.717668,94.717668,94.484517,94.724954,94.688525,94.455373,90.535519
1540,0.968009,44523330880,8904666176,8985536,0.721712,0.055358,0,0.830849,0.06419,0.189872,0.600194,0.093915,0.126788,0.721712,0.055358,0,0.000431,0.499917,0.055358,0,0.499917,0.055358,0,0.499917,0.055358,0,0.944642,8771,5,9058,1.526611,508.695854,5,1.240837,288.853257,5,3680.333333,-0.291465,338.487092,5,0.419121,192.52681,5,991,-1.207831,0.445229,5,-0.013243,0.0877,0.006247,58,0.827651,0.06419,0.194328,0,5,4,9285,0,0,3,1,0,0,0,0.75,0.25,-1.207831,0.445229,-0.013243,0.0877,-1.193175,506.320194,0.029768,288.639473,1.526611,508.695854,1.240837,288.853257,0.499917,0.055358,0,0.499917,0.055358,0,0.499917,0.055358,0,0.721712,0.055358,0,0.806794,0.055358,0,0.793268,0.055681,0.013965,0,4657.195973,0,0.593707,0.088638,0.146488,94.672426,93.657307,17.87617,94.600432,94.658027,0,94.672426,94.672426,0,91.079914,94.672426,94.672426,94.528438,94.557235,94.449244,94.672426,94.672426,94.550036,94.672426,94.485241,94.334053,90.655148
1541,0.966139,41786075520,8357215104,8424612,0.719796,0.056737,0,0.823726,0.06575,0.169972,0.57851,0.094754,0.116162,0.719796,0.056737,0,0.000462,0.499462,0.056737,0,0.499462,0.056737,0,0.499462,0.056737,0,0.943263,8163,5,8484,1.446508,506.850589,5,1.228597,288.182029,5,3489.666667,-0.314436,337.799743,5,0.415776,192.133748,5,992,-1.205142,0.450188,5,-0.003171,0.09238,0.006471,56,0.822704,0.066443,0.161398,0,5,4,8654,0,0,3,1,0,0,0,0.75,0.25,-1.205142,0.450188,-0.003171,0.09238,-1.184673,506.098452,0.021902,288.126836,1.446508,506.850589,1.228597,288.182029,0.499462,0.056737,0,0.499462,0.056737,0,0.499462,0.056737,0,0.719796,0.056737,0,0.778805,0.056737,0,0.785343,0.05743,0.008481,0,4325.219571,0,0.59222,0.094176,0.134228,94.551777,93.500773,17.97527,94.404946,94.50541,0,94.551777,94.551777,0,90.734158,94.551777,94.551777,94.50541,94.304482,94.358578,94.551777,94.551777,94.474498,94.551777,94.50541,94.366306,90.255023
1542,0.954315,2687359620,537471924,803396,0.72817,0.084531,0,0.834785,0.09721,0.139326,0.615003,0.143702,0.139276,0.72817,0.084531,0,0.003381,0.498917,0.084531,0,0.498917,0.084531,0,0.498917,0.084531,0,0.915469,1083,5,1178,1.318676,535.202874,5,1.278499,283.047464,5,843,-0.336106,339.659738,5,0.411744,188.498326,5,669,-1.192758,0.438216,5,-0.131745,0.080643,0.007608,9,0.848848,0.099746,0.151961,0,5,4,1183,0,0,3,1,0,0,0,0.75,0.25,-1.192758,0.438216,-0.131745,0.080643,-1.134238,483.338123,0.088479,282.366872,1.318676,535.202874,1.278499,283.047464,0.498917,0.084531,0,0.498917,0.084531,0,0.660284,0.094675,0.071676,0.72817,0.084531,0,0.773979,0.084531,0,0.779393,0.100592,0.055505,0,290.191316,0,0.629184,0.128487,0.158944,93.083573,92.161383,16.887608,92.910663,92.622478,0,93.083573,93.083573,0,88.760807,93.083573,93.083573,92.9683,92.795389,92.507205,93.083573,93.083573,92.449568,93.083573,93.14121,92.276657,88.184438
1543,0.949954,2219454675,443890935,694665,0.76064,0.088889,0,0.822953,0.103704,0.133015,0.577554,0.140741,0.11225,0.76064,0.088889,0,0.003704,0.499521,0.088889,0,0.499521,0.088889,0,0.499521,0.088889,0,0.911111,984,5,1077,0.811321,539.677778,5,1.144376,285.391587,5,787,-0.513374,341.810807,5,0.361875,189.57087,5,639,-1.203018,0.447235,5,-0.139666,0.087843,0.007407,8,0.824152,0.105556,0.147605,0,5,4,1080,0,0,3,1,0,0,0,0.75,0.25,-1.203018,0.447235,-0.139666,0.087843,-1.148425,485.307407,0.080914,283.23318,0.811321,539.677778,1.144376,285.391587,0.499521,0.088889,0,0.499521,0.088889,0,0.499521,0.088889,0,0.511554,0.088889,0,0.655286,0.088889,0.009231,0.722361,0.087963,0.037415,0,251.165284,0,0.669229,0.127778,0.23581,92.744479,91.167192,40.694006,92.050473,92.050473,0,92.744479,92.744479,0,88.706625,92.681388,92.744479,92.239748,92.744479,91.230284,92.744479,92.744479,91.293375,92.744479,92.555205,92.050473,88.328076
1544,0.956113,3102123960,620424792,890136,0.766263,0.08379,0,0.861465,0.097103,0.185218,0.56537,0.139389,0.102614,0.766263,0.08379,0,0.003132,0.497251,0.08379,0,0.497251,0.08379,0,0.497251,0.08379,0,0.91621,1170,5,1268,1.691081,538.069695,5,1.356022,285.520834,5,889,-0.222526,341.889038,5,0.431792,189.061683,5,697,-1.231728,0.432972,5,-0.12473,0.077013,0.007048,9,0.863192,0.097886,0.18954,0,5,4,1277,0,0,3,1,0,0,0,0.75,0.25,-1.231728,0.432972,-0.12473,0.077013,-1.126932,487.164448,0.064083,281.587201,1.691081,538.069695,1.356022,285.520834,0.497251,0.08379,0,0.497251,0.08379,0,0.497251,0.08379,0,0.766263,0.08379,0,0.831698,0.08379,0,0.821069,0.081441,0.155815,0,328.233149,0,0.615522,0.133125,0.173176,93.085106,91.808511,22.606383,92.819149,92.606383,0,93.085106,93.085106,0,88.989362,92.712766,93.085106,92.553191,92.978723,91.170213,93.085106,93.085106,92.553191,93.085106,92.978723,92.12766,88.882979
1545,0.955236,3041142825,608228565,880215,0.80266,0.086262,0,0.866034,0.096645,0.205104,0.593623,0.136581,0.134741,0.80266,0.086262,0,0.003195,0.49959,0.086262,0,0.49959,0.086262,0,0.49959,0.086262,0,0.913738,1144,5,1245,1.568335,534.171725,5,1.321114,287.21506,5,881,-0.271579,337.7963,5,0.444378,191.165293,5,691,-1.215362,0.435226,5,-0.12271,0.078521,0.007188,9,0.870512,0.097444,0.22175,0,5,4,1252,0,0,3,1,0,0,0,0.75,0.25,-1.215362,0.435226,-0.12271,0.078521,-1.167709,478.781949,0.134729,286.202297,1.568335,534.171725,1.321114,287.21506,0.49959,0.086262,0,0.49959,0.086262,0,0.49959,0.086262,0,0.51457,0.086262,0,0.79492,0.086262,0,0.811641,0.090256,0.041179,0,315.334743,0,0.643672,0.134984,0.187846,92.934783,91.304348,30.76087,92.663043,92.608696,0,92.934783,92.934783,0,87.880435,93.206522,92.934783,92.663043,92.554348,91.684783,92.934783,92.934783,91.521739,92.934783,92.771739,92.173913,87.5
1546,0.950495,2382542330,476508466,729722,0.766306,0.091727,0,0.805143,0.105216,0.145402,0.567718,0.158273,0.097215,0.766306,0.091727,0,0.003597,0.499544,0.091727,0,0.499544,0.091727,0,0.499544,0.091727,0,0.908273,1010,5,1109,0.99281,530.355216,5,1.195028,284.954885,5,806.666667,-0.451454,338.411471,5,0.399255,188.574747,5,653,-1.204429,0.443045,5,-0.09925,0.084554,0.008094,9,0.823422,0.106115,0.148877,0,5,4,1112,0,0,3,1,0,0,0,0.75,0.25,-1.204429,0.443045,-0.09925,0.084554,-1.142744,484.436151,0.101986,280.684801,0.99281,530.355216,1.195028,284.954885,0.499544,0.091727,0,0.499544,0.091727,0,0.499544,0.091727,0,0.766306,0.091727,0,0.79624,0.091727,0,0.768227,0.091727,0,0,261.840282,0,0.651342,0.142086,0.202491,92.35474,91.253823,33.088685,91.926606,91.865443,0,92.35474,92.35474,0,87.584098,92.35474,92.35474,92.171254,91.987768,91.804281,92.35474,92.35474,92.04893,92.35474,91.926606,91.865443,87.400612
1547,0.621622,16,8,4,0.498697,0.259,0,0.498697,0.259,0,0.498697,0.259,0,0.554408,0.259,0,0.021,0.652692,0.238,0.292933,0.652692,0.238,0.292933,0.652692,0.238,0.292933,0.741,741,2,2,-0.148126,0.704,2,1.360946,0.500234,2,2,-1.721693,0.468,2,0.149827,0.485808,2,2,-2.003755,0.219,2,-0.895118,0.413776,0.259,259,0.655641,0.265,0.063935,1,2,21,1000,0,0,20,1,0.047619,0,0,0.952381,0.047619,-1.999468,0.416,-0.094249,0.490976,-1.981404,0.505,-0.020031,0.498851,-1.850673,0.5235,0.341512,0.499968,0.700759,0.19,0.417174,0.700759,0.19,0.417174,0.700759,0.19,0.417174,0.52796,0.359,0.056415,0.52796,0.359,0.056415,0.52796,0.359,0.056415,0,0,0,0.583272,0.338,0.145182,74.410774,73.063973,73.670034,73.804714,68.619529,74.410774,74.410774,74.074074,73.602694,68.013468,73.063973,74.410774,81.885522,74.410774,70.23569,74.410774,74.410774,78.383838,77.845118,81.077441,78.989899,67.878788
1548,0.438175,16558317291516,9013781868,4716788,0.587561,0.4404,0.17586,0.640406,0.4252,0.210095,0.591011,0.4744,0.151018,0.587561,0.4404,0.17586,0.0404,0.766242,0.3164,0.418326,0.767248,0.3176,0.417149,0.764113,0.3072,0.439142,0.4692,1173,6,2342,0.356933,57622.8136,6,1.282997,20654.214546,3.976744,337.758621,-1.142675,2902.258877,3.976744,0.067367,625.319362,2,2,-2.001599,0.262736,2,-0.653346,0.011307,0.0784,196,0.612698,0.472,0.145198,9,3,101,2500,0,0,58,43,0.089109,0,0,0.574257,0.425743,-1.435358,0.958244,-0.118573,0.500097,-1.240828,2.2866,0.012461,1.296146,-0.897893,280.9597,0.263091,25.692234,0.622874,0.4432,0.173043,0.765189,0.32,0.406328,0.817409,0.2808,0.479458,0.5848,0.4784,0.103023,0.61852,0.4364,0.186608,0.607872,0.4484,0.167947,1.422412,560.971723,1.422412,0.514563,0.552,0.027827,56.536913,55.489933,0,54.09396,52.483221,0,55.114094,57.127517,0,45.234899,42.550336,62.228188,64.697987,46.818792,57.503356,46.979866,56.295302,67.409396,67.194631,73.47651,57.234899,46.228188
1549,0.17223,269801320880,399114380,552790,0.50201,0.778667,0.007788,0.50201,0.778667,0.007788,0.50201,0.778667,0.007788,0.506893,0.790667,-0.000171,0.054667,0.505024,0.852,0.010977,0.505024,0.852,0.010977,0.505024,0.852,0.010977,0.22,165,8,745,1.101687,52116.153333,8,1.422457,23983.76179,3.75,239.162162,-0.767087,4179.324021,3.75,-0.027541,1345.856138,2,30,-1.450105,0.293677,2,-1.166365,0.045153,0.076,57,0.526625,0.812,0.036653,2,8,41,750,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.189165,0.639166,-0.430882,0.182933,-1.008031,7.11488,-0.150919,1.047711,-0.381606,77.555067,0.398482,11.829995,0.52357,0.802667,0.01117,0.52357,0.802667,0.01117,0.52357,0.802667,0.01117,0.499462,0.856,-0.001221,0.499462,0.856,-0.001221,0.499462,0.856,-0.001221,2.872281,203.038107,2.872281,0.502117,0.849333,0.002347,23.301887,19.150943,0,17.830189,16.415094,0,20.283019,22.075472,0,16.320755,14.528302,23.773585,26.226415,24.245283,18.396226,22.641509,21.603774,16.886792,22.075472,22.735849,25.943396,13.490566
1551,0.180451,23770880000,62720000,160000,0.513581,0.72,0.014736,0.513581,0.72,0.014736,0.513581,0.72,0.014736,0.579303,0.6975,0.052165,0.1025,0.578148,0.7425,0.111776,0.578148,0.7425,0.111776,0.578148,0.7425,0.111776,0.2775,111,8,400,1.335638,52300.405,8,1.35159,24670.874376,3.75,167.459459,-0.763957,4183.004331,3.75,-0.047223,1378.348841,2,30,-1.483194,0.297915,2,-1.310852,0.044264,0.0625,25,0.559778,0.7425,0.081171,2,8,41,400,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.191042,0.639575,-0.431156,0.18067,-1.070105,7.17325,-0.126424,0.981514,-0.459192,77.275,0.388272,11.954332,0.57793,0.68,0.126476,0.57793,0.68,0.126476,0.57793,0.68,0.126476,0.512787,0.815,0.0213,0.512787,0.815,0.0213,0.512787,0.815,0.0213,2.872281,107.058809,2.872281,0.501707,0.83,0.000948,28.703704,23.703704,0,18.703704,20.555556,0,25.37037,25.925926,0,16.296296,19.444444,28.518519,37.592593,33.148148,27.777778,29.62963,29.074074,31.666667,25.925926,31.851852,37.407407,21.111111
1552,0.272975,19640922120,128372040,356589,0.585064,0.698182,0.063742,0.62818,0.686364,0.105861,0.569429,0.713636,0.079384,0.585064,0.698182,0.063742,0.011818,0.612975,0.663636,0.131987,0.633085,0.647273,0.153638,0.652407,0.631818,0.190828,0.277273,305,5,843,-0.99659,5201.511818,5,0.346516,1489.74743,3,230.375,-1.380731,1061.532926,3,0.062839,210.24072,2,3,-1.574378,0.382745,2,-0.347975,0.167961,0.139091,153,0.654354,0.662727,0.147228,2,5,13,1100,0,0,8,5,0.153846,0,0,0.615385,0.384615,-1.540761,0.920682,0.022409,0.546701,-1.415146,1.100895,0.073422,0.804075,-1.274558,2462.575173,0.159222,140.706019,0.550766,0.710909,0.051882,0.628145,0.676364,0.137562,0.664809,0.634545,0.193309,0.557412,0.710909,0.051882,0.595151,0.708182,0.093719,0.588984,0.713636,0.06821,1.224745,297.863314,1.224745,0.557488,0.696364,0.115886,31.428571,33.78882,0,32.732919,32.111801,0,35.031056,32.049689,0,30.434783,28.571429,33.043478,36.21118,24.782609,33.78882,27.950311,29.813665,35.900621,37.142857,38.695652,40.434783,31.428571
