"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000000, 1, 0.000000, weka.classifiers.functions.Logistic.R='1e-07'
-1.000000, 93.333333, 6.717935, 1, 7.717935, weka.classifiers.functions.Logistic.R='1e-07'
-2.000000, 84.444444, 7.906666, 2, 9.906666, weka.classifiers.functions.Logistic.R='3.6977169498859626'
-6.000000, 82.222222, 12.117989, 3, 18.117989, weka.classifiers.functions.Logistic.R='9.627494166784153'
