"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000000, 1, 0.000000, weka.classifiers.functions.Logistic.R='1e-07'
-1.000000, 93.333333, 6.852793, 1, 7.852793, weka.classifiers.functions.Logistic.R='1e-07'
-2.000000, 84.444444, 8.102592, 2, 10.102592, weka.classifiers.functions.Logistic.R='3.6977169498859626'
-6.000000, 82.222222, 11.881531, 3, 17.881531, weka.classifiers.functions.Logistic.R='9.627494166784153'
