"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000995, 1, 0.000995, weka.classifiers.functions.Logistic.R='1e-07'
-1.000000, 93.333333, 7.850003, 1, 8.850003, weka.classifiers.functions.Logistic.R='1e-07'
-2.000000, 84.444444, 9.112628, 2, 11.112628, weka.classifiers.functions.Logistic.R='3.6977169498859626'
-6.000000, 82.222222, 13.605608, 3, 19.605608, weka.classifiers.functions.Logistic.R='9.627494166784153'
