@relation 'probing_nonan_noid: -C -22'

@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.780952,0.26087,0.461988,0.922857,0.108696,0.783427,0.922857,0.108696,0.783427,0.922857,0.108696,0.783427,0.897143,0.217391,0.558541,0.849524,0.217391,0.565217,0.849524,0.217391,0.565217,0.849524,0.217391,0.565217,0.888571,0.108696,0.780115,0.888571,0.108696,0.780115,0.888571,0.108696,0.780115,0.93619,0.065217,0.86907,80,83.636364,0,89.090909,89.090909,87.272727,78.181818,89.090909,52.727273,90.909091,83.636364,81.818182,90.909091,76.363636,90.909091,54.545455,70.909091,96.363636,90.909091,78.181818,94.545455,90.909091
0.485714,0.514286,-0.028571,0.485714,0.514286,-0.028571,0.485714,0.514286,-0.028571,0.670612,0.328571,0.342857,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,0.702041,0.328571,0.342857,0.591429,0.4,0.2,0.591429,0.4,0.2,0.591429,0.4,0.2,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.6,0.4,0.2,52.222222,66.666667,0,61.111111,68.888889,67.777778,66.666667,64.444444,53.333333,61.111111,60,52.222222,63.333333,62.222222,62.222222,50,62.222222,62.222222,64.444444,64.444444,56.666667,50
0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0.000654,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,0.582729,0.425982,0.143918,0.526567,0.468278,0.041279,0.526567,0.468278,0.041279,0.526567,0.468278,0.041279,0.475803,0.522659,-0.048408,0.475803,0.522659,-0.048408,0.475803,0.522659,-0.048408,0.513087,0.486405,0.026133,52.55102,54.387755,55.612245,55.510204,55.306122,56.326531,55.306122,54.081633,54.489796,51.734694,50.510204,52.55102,52.244898,52.346939,51.122449,52.55102,52.346939,52.346939,53.163265,52.653061,50.510204,51.734694
0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.5,0.5,0,0.497565,0.5,-0.009693,0.497565,0.5,-0.009693,0.497565,0.5,-0.009693,0.418019,0.52,-0.060359,0.678977,0.35,0.239791,0.678977,0.35,0.239791,0.678977,0.35,0.239791,0.575487,0.41,0.153592,0.575487,0.41,0.153592,0.575487,0.41,0.153592,0.472403,0.52,-0.055195,68.148148,51.851852,0,45.925926,44.444444,46.666667,47.407407,55.555556,49.62963,57.777778,60.740741,67.407407,69.62963,71.851852,73.333333,55.555556,63.703704,74.814815,63.703704,60.740741,65.185185,56.296296
0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.729296,0.252,0.490983,0.770833,0.216,0.562767,0.770833,0.216,0.562767,0.770833,0.216,0.562767,0.707108,0.292,0.405963,0.692789,0.284,0.42471,0.692789,0.284,0.42471,0.692789,0.284,0.42471,0.654863,0.34,0.311272,0.654863,0.34,0.311272,0.654863,0.34,0.311272,0.555857,0.44,0.111872,78.333333,66.944444,0,62.777778,65.277778,62.777778,63.888889,68.888889,63.611111,57.777778,66.111111,80.833333,76.666667,76.388889,74.166667,54.166667,71.388889,82.777778,81.388889,79.166667,80,71.388889
0.902769,0.081315,0.772452,0.949032,0.074394,0.770117,0.926801,0.09083,0.734735,0.902769,0.081315,0.772452,0.902057,0.083045,0.768236,0.902057,0.083045,0.768236,0.902057,0.083045,0.768236,0.972843,0.073529,0.771086,0.902821,0.08218,0.770341,0.902747,0.077855,0.777331,0.887982,0.07872,0.766154,0.877248,0.150519,0.477287,0.94201,0.08737,0.760987,0.928494,0.094291,0.727696,0.928179,0.063149,0.813478,93.023256,91.918605,0,94.709302,93.372093,93.081395,91.744186,94.825581,84.94186,92.906977,92.965116,93.488372,92.848837,92.209302,93.313953,78.197674,92.093023,92.616279,94.476744,92.965116,94.127907,91.627907
0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.735325,0.256,0.480519,0.786494,0.192,0.611147,0.786494,0.192,0.611147,0.786494,0.192,0.611147,0.72987,0.308,0.373168,0.836234,0.192,0.609629,0.836234,0.192,0.609629,0.836234,0.192,0.609629,0.796753,0.196,0.598755,0.796753,0.196,0.598755,0.796753,0.196,0.598755,0.706494,0.284,0.41746,84.109589,70.410959,0,68.493151,79.452055,68.767123,69.315068,66.30137,68.493151,70.136986,72.328767,83.287671,83.287671,78.90411,77.808219,56.164384,75.342466,81.917808,81.369863,75.616438,87.945205,80.273973
0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.665328,0.31,0.374051,0.820562,0.19,0.61717,0.820562,0.19,0.61717,0.820562,0.19,0.61717,0.636481,0.388,0.219605,0.86031,0.172,0.658166,0.86031,0.172,0.658166,0.86031,0.172,0.658166,0.810533,0.188,0.621066,0.810533,0.188,0.621066,0.810533,0.188,0.621066,0.640093,0.358,0.27969,86.122449,63.537415,0,63.673469,90.748299,64.217687,65.306122,64.353741,60.816327,67.619048,74.285714,86.666667,87.07483,75.102041,84.62585,54.421769,69.659864,85.034014,88.435374,84.217687,91.972789,80.816327
0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.615818,0.396,0.177686,0.785461,0.238,0.516826,0.785461,0.238,0.516826,0.785461,0.238,0.516826,0.650986,0.396,0.206375,0.80259,0.232,0.52778,0.80259,0.232,0.52778,0.80259,0.232,0.52778,0.653182,0.346,0.303363,0.653182,0.346,0.303363,0.653182,0.346,0.303363,0.526921,0.462,0.054209,80,64.897959,0,65.442177,62.44898,64.62585,64.62585,67.482993,61.768707,54.965986,59.863946,83.673469,82.585034,76.462585,76.870748,56.462585,58.095238,78.503401,79.319728,78.911565,81.496599,67.346939
0.811213,0.261905,0.483221,0.811213,0.261905,0.483221,0.811213,0.261905,0.483221,0.638444,0.404762,0.186788,0.741419,0.333333,0.308235,0.741419,0.333333,0.308235,0.741419,0.333333,0.308235,0.79405,0.285714,0.428571,0.475973,0.452381,0,0.475973,0.452381,0,0.475973,0.452381,0,0.561785,0.404762,0.131387,0.561785,0.404762,0.131387,0.561785,0.404762,0.131387,0.781465,0.214286,0.565517,62.222222,80,0,71.111111,80,82.222222,82.222222,93.333333,48.888889,71.111111,37.777778,62.222222,88.888889,55.555556,66.666667,55.555556,62.222222,66.666667,91.111111,55.555556,77.777778,60
0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.995572,0.013158,0.973672,0.995572,0.013158,0.973672,0.995572,0.013158,0.973672,0.980981,0.026316,0.947405,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.987179,0.013158,0.973684,0.987179,0.013158,0.973684,0.987179,0.013158,0.973684,0.987179,0.013158,0.973684,98.484848,98.181818,0,100,100,100,98.484848,99.090909,46.969697,98.484848,61.818182,99.393939,98.787879,98.484848,99.69697,51.515152,98.484848,99.69697,99.090909,98.484848,98.787879,99.393939
0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.82413,0.164021,0.665983,0.843154,0.174603,0.645887,0.843154,0.174603,0.645887,0.843154,0.174603,0.645887,0.864422,0.174603,0.646609,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.748036,0.248677,0.500253,0.748036,0.248677,0.500253,0.748036,0.248677,0.500253,0.708754,0.301587,0.394537,79.62963,78.888889,0,77.777778,75.925926,78.518519,81.481481,80,51.851852,68.518519,71.111111,80,83.703704,83.333333,78.148148,51.851852,83.333333,82.592593,80,83.333333,84.074074,74.444444
0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.527244,0.48,0.038462,0.550481,0.48,0.03537,0.550481,0.48,0.03537,0.550481,0.48,0.03537,0.533654,0.54,-0.076555,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.512821,0.48,0.03537,0.512821,0.48,0.03537,0.512821,0.48,0.03537,0.520833,0.48,0.041534,65,70,0,75,66.666667,66.666667,61.666667,61.666667,50,71.666667,71.666667,51.666667,58.333333,50,60,50,58.333333,56.666667,61.666667,50,56.666667,55
0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.702751,0.326,0.349872,0.80675,0.218,0.562993,0.80675,0.218,0.562993,0.80675,0.218,0.562993,0.89468,0.198,0.603429,0.850246,0.206,0.585253,0.850246,0.206,0.585253,0.850246,0.206,0.585253,0.789079,0.21,0.578909,0.789079,0.21,0.578909,0.789079,0.21,0.578909,0.726926,0.272,0.454508,83.129252,85.714286,0,84.489796,82.585034,85.442177,84.081633,85.170068,83.129252,72.517007,71.70068,82.993197,80.952381,65.714286,80.408163,51.70068,67.07483,81.496599,85.170068,77.414966,86.258503,76.870748
0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.798059,0.2,0.598575,0.798059,0.2,0.598575,0.798059,0.2,0.598575,0.792377,0.223077,0.552788,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.723082,0.307692,0.38447,0.723082,0.307692,0.38447,0.723082,0.307692,0.38447,0.676373,0.323077,0.353081,76.111111,79.444444,0,76.666667,72.777778,76.111111,77.222222,78.888889,53.333333,65.555556,66.666667,78.888889,77.222222,78.888889,76.111111,50,78.888889,77.222222,78.888889,78.333333,75.555556,65
0.609722,0.447368,0.134048,0.609722,0.447368,0.134048,0.609722,0.447368,0.134048,0.660069,0.315789,0.385445,0.758681,0.302632,0.388811,0.758681,0.302632,0.388811,0.758681,0.302632,0.388811,0.730556,0.342105,0.321429,0.722569,0.342105,0.310056,0.722569,0.342105,0.310056,0.722569,0.342105,0.310056,0.681944,0.315789,0.364903,0.681944,0.315789,0.364903,0.681944,0.315789,0.364903,0.675,0.328947,0.34663,70,76,0,72,74,75,68,74,73,79,70,76,71,70,74,55,75,78,73,74,79,75
0.499533,0.042934,0,0.499533,0.042934,0,0.499533,0.042934,0,0.760202,0.019678,0.693454,0.499533,0.042934,0,0.499533,0.042934,0,0.499533,0.042934,0,0.872975,0.019678,0.693454,0.855452,0.019678,0.693454,0.855452,0.019678,0.693454,0.855452,0.019678,0.693454,0.763357,0.033989,0.560152,0.763357,0.033989,0.560152,0.763357,0.033989,0.560152,0.751324,0.035778,0.546597,98.545455,98.545455,0,98.30303,98.545455,98.545455,98.545455,98.545455,22.545455,96.848485,96.606061,98.545455,98.545455,98.545455,96.848485,96.363636,98.545455,96.363636,98.545455,98.545455,96.848485,96.727273
0.502017,0.446281,0.005611,0.494286,0.449954,-0.003931,0.510378,0.467401,0.020601,0.501012,0.482553,0.000403,0.499535,0.444904,0,0.499535,0.444904,0,0.499535,0.444904,0,0.505074,0.464187,0.000311,0.499535,0.444904,0,0.499535,0.444904,0,0.499535,0.444904,0,0.501695,0.482094,0.001459,0.509944,0.480716,0.004625,0.511442,0.455923,-0.000866,0.514123,0.479339,0.028145,55.538462,55.6,0,55.876923,55.569231,55.538462,55.538462,55.446154,56.923077,52.030769,53.046154,55.538462,53.569231,52.184615,55.292308,55.538462,54.123077,55.292308,55.446154,53.169231,51.846154,50.276923
0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.710451,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.714733,0.13059,0.207677,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.585269,0.220036,0.159727,0.585269,0.220036,0.159727,0.585269,0.220036,0.159727,0.585947,0.209302,0.176627,86.181818,88,0,85.090909,84.121212,87.515152,87.878788,87.515152,43.272727,83.636364,83.393939,87.515152,86.060606,87.030303,83.636364,86.060606,86.060606,86.060606,87.515152,86.909091,83.151515,82.909091
0.486842,0.033989,0,0.486842,0.033989,0,0.486842,0.033989,0,0.842105,0.010733,0.807175,0.486842,0.033989,0,0.486842,0.033989,0,0.486842,0.033989,0,0.812232,0.010733,0.807175,0.83538,0.010733,0.807175,0.83538,0.010733,0.807175,0.83538,0.010733,0.807175,0.83655,0.021467,0.673099,0.83655,0.021467,0.673099,0.83655,0.021467,0.673099,0.834552,0.021467,0.673099,99.272727,99.272727,0,99.151515,99.272727,99.272727,99.272727,99.272727,4.484848,98.545455,97.575758,99.272727,99.272727,99.272727,98.181818,97.575758,99.272727,97.575758,99.272727,99.272727,99.151515,98.424242
0.480769,0.023256,0,0.480769,0.023256,0,0.480769,0.023256,0,1,0,1,0.480769,0.023256,0,0.480769,0.023256,0,0.480769,0.023256,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,100,100,0,100,100,100,100,100,22.317073,100,99.02439,100,100,100,98.780488,98.780488,100,98.780488,100,100,100,100
0.748063,0.378505,0.483677,0.748063,0.378505,0.483677,0.748063,0.378505,0.483677,0.691183,0.551402,0.241135,0.750976,0.378505,0.488793,0.750976,0.378505,0.488793,0.750976,0.378505,0.488793,0.726092,0.570093,0.266073,0.792302,0.378505,0.47852,0.792302,0.378505,0.47852,0.792302,0.378505,0.47852,0.730965,0.383178,0.472986,0.730965,0.383178,0.472986,0.730965,0.383178,0.472986,0.746775,0.35514,0.507301,69.454545,45.454545,50.545455,61.818182,64,0,57.454545,61.090909,0,67.272727,73.818182,57.454545,68,58.909091,62.909091,38.181818,48.363636,65.090909,65.090909,65.818182,80,70.545455
0.907066,0.06403,0.694497,0.974943,0.105461,0.604016,0.918545,0.041431,0.790375,0.907066,0.06403,0.694497,0.876547,0.054614,0.708247,0.876547,0.054614,0.708247,0.876547,0.054614,0.708247,0.944348,0.163842,0.46569,0.495455,0.103578,0,0.495455,0.103578,0,0.495455,0.103578,0,0.877502,0.103578,0,0.935275,0.082863,0.560844,0.924866,0.073446,0.573634,0.672956,0.107345,0.407656,88.717949,80.897436,0,90.128205,96.538462,96.282051,96.538462,97.051282,92.179487,92.179487,40,95.128205,96.025641,9.615385,95.897436,90.384615,90.897436,95.641026,97.051282,90.384615,97.179487,92.179487
0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.596639,0.317881,0.22531,0.596639,0.317881,0.22531,0.596639,0.317881,0.22531,0.595085,0.344371,0.13467,0.576632,0.337748,0.109814,0.576632,0.337748,0.109814,0.576632,0.337748,0.109814,0.532634,0.397351,0.069051,0.532634,0.397351,0.069051,0.532634,0.397351,0.069051,0.576535,0.370861,0.139426,71.904762,70,0,70,75.238095,68.571429,67.142857,70.47619,64.285714,77.619048,73.333333,70.47619,65.714286,63.333333,73.333333,66.666667,64.761905,77.142857,70.47619,65.238095,77.619048,75.714286
0.634819,0.213592,0.133958,0.634819,0.213592,0.133958,0.634819,0.213592,0.133958,0.525508,0.220874,0.089823,0.647581,0.211165,0.183136,0.647581,0.211165,0.183136,0.647581,0.211165,0.183136,0.644386,0.230583,0.233271,0.698046,0.196602,0.231626,0.698046,0.196602,0.231626,0.698046,0.196602,0.231626,0.57926,0.286408,0.186806,0.57926,0.286408,0.186806,0.57926,0.286408,0.186806,0.561488,0.300971,0.125804,78.347107,76.528926,0,78.016529,71.900826,79.504132,79.504132,79.008264,77.68595,71.570248,72.727273,79.173554,76.198347,79.669421,73.719008,77.68595,78.677686,77.85124,78.016529,78.677686,79.008264,72.231405
0.874848,0.11039,0.344954,0.981044,0.047619,0.805063,0.969646,0.013853,0.943003,0.874848,0.11039,0.344954,0.984833,0.009524,0.961596,0.984833,0.009524,0.961596,0.985072,0.008658,0.964824,0.987314,0.154545,0.56273,0.682576,0.109524,0.352468,0.926615,0.048918,0.784762,0.984893,0.012987,0.9475,0.783708,0.142857,0,0.881132,0.077489,0.611473,0.966702,0.047619,0.77551,0.983431,0.009957,0.959598,99.363242,84.573082,0,99.59479,99.710564,99.739508,99.59479,99.681621,89.001447,99.739508,99.884226,98.581766,99.334298,97.568741,99.218524,85.817656,90.072359,99.218524,99.681621,98.900145,99.768452,99.247467
1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,100,100,0,100,100,100,100,100,99.994853,100,100,100,100,100,100,66.675244,100,100,100,100,100,99.583119
0.832919,0.22807,0.532869,0.832919,0.22807,0.532869,0.832919,0.22807,0.532869,0.767989,0.280702,0.439611,0.770172,0.294737,0.388006,0.770172,0.294737,0.388006,0.770172,0.294737,0.388006,0.82107,0.231579,0.520349,0.498503,0.414035,0,0.498503,0.414035,0,0.498503,0.414035,0,0.683751,0.326316,0.323282,0.683751,0.326316,0.323282,0.683751,0.326316,0.323282,0.492261,0.470175,0.068082,70.60241,69.638554,0,49.638554,79.277108,78.554217,79.036145,77.590361,59.036145,40.240964,49.638554,76.86747,74.216867,66.746988,66.746988,59.036145,71.084337,76.144578,79.518072,59.036145,54.457831,51.807229
0.925139,0.0465,0.771611,0.990143,0.011,0.940987,0.984153,0.0055,0.969376,0.925139,0.0465,0.771611,0.945901,0.009,0.948157,0.945901,0.009,0.948157,0.945901,0.009,0.948157,0.98973,0.0015,0.991611,0.925139,0.0465,0.771611,0.945901,0.009,0.948157,0.945901,0.009,0.948157,0.925139,0.0465,0.771611,0.98771,0.0085,0.950924,0.996164,0.0055,0.969647,0.992725,0.0015,0.991611,99.464883,99.832776,87.157191,99.665552,99.765886,99.832776,99.832776,99.832776,90.133779,99.799331,99.732441,99.732441,99.565217,96.120401,99.565217,90.133779,95.518395,99.832776,99.832776,99.331104,99.799331,99.531773
0.799052,0.210884,0.542654,0.799052,0.210884,0.542654,0.799052,0.210884,0.542654,0.788815,0.180272,0.596593,0.745885,0.207483,0.549102,0.745885,0.207483,0.549102,0.745885,0.207483,0.549102,0.893567,0.170068,0.631172,0.790621,0.227891,0.494327,0.790621,0.227891,0.494327,0.790621,0.227891,0.494327,0.76112,0.231293,0.502489,0.76112,0.231293,0.502489,0.76112,0.231293,0.502489,0.776897,0.214286,0.543726,84.941176,85.411765,0,82.117647,80.235294,79.058824,80.235294,83.058824,69.882353,79.529412,79.294118,82.352941,81.647059,78.588235,80.470588,64.705882,78.823529,78.823529,83.058824,79.058824,80.705882,75.764706
0.590278,0.333333,0.217391,0.590278,0.333333,0.217391,0.590278,0.333333,0.217391,0.638889,0.277778,0.347826,0.590278,0.333333,0.217391,0.590278,0.333333,0.217391,0.590278,0.333333,0.217391,0.871528,0.194444,0.571429,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.822917,0.222222,0.454545,0.822917,0.222222,0.454545,0.822917,0.222222,0.454545,0.729167,0.25,0.44898,95,80,0,75,92.5,87.5,90,92.5,75,82.5,87.5,85,77.5,85,75,75,75,75,92.5,82.5,92.5,77.5
1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.493902,0.405941,0,0.493902,0.405941,0,0.493902,0.405941,0,0.98374,0.019802,0.958943,0.98374,0.019802,0.958943,0.98374,0.019802,0.958943,1,0,1,100,100,0,100,100,100,100,100,99.285714,100,100,100,100,39.285714,100,60.714286,100,100,100,60.714286,99.285714,80.714286
0.92701,0.110837,0.770955,0.92701,0.110837,0.770955,0.92701,0.110837,0.770955,0.880582,0.152709,0.691912,0.880556,0.157635,0.681178,0.880556,0.157635,0.681178,0.880556,0.157635,0.681178,0.883755,0.206897,0.590765,0.596094,0.339901,0.112639,0.596094,0.339901,0.112639,0.596094,0.339901,0.112639,0.869159,0.204433,0.543697,0.869159,0.204433,0.543697,0.869159,0.204433,0.543697,0.844203,0.140394,0.696689,78.991597,79.159664,0,74.117647,88.403361,89.579832,89.07563,89.747899,63.02521,88.907563,88.235294,80.504202,86.386555,72.268908,81.176471,63.02521,80.336134,80.840336,89.915966,72.268908,88.571429,85.378151
0.78438,0.164384,0.367527,0.78438,0.164384,0.367527,0.78438,0.164384,0.367527,0.896226,0.164384,0.367527,0.78438,0.164384,0.367527,0.78438,0.164384,0.367527,0.78438,0.164384,0.367527,0.916667,0.120548,0.529143,0.705552,0.158904,0.293486,0.705552,0.158904,0.293486,0.705552,0.158904,0.293486,0.750877,0.158904,0.38861,0.750877,0.158904,0.38861,0.750877,0.158904,0.38861,0.730527,0.120548,0.506666,81.320755,88.301887,0,83.962264,87.735849,86.981132,86.037736,88.113208,86.792453,90.943396,91.886792,84.528302,86.037736,87.358491,85.09434,86.792453,84.716981,84.90566,88.113208,85.09434,85.660377,83.584906
0.99,0.006667,0.984925,0.99,0.006667,0.984925,0.99,0.006667,0.984925,1,0,1,0.99,0.006667,0.984925,0.99,0.006667,0.984925,0.99,0.006667,0.984925,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,100,100,100,100,100,100,100,100,100,100,100,100,98.604651,100,100,67.44186,100,100,100,100,100,100
0.926933,0.061831,0.869178,0.926933,0.061831,0.869178,0.926933,0.061831,0.869178,0.855495,0.143876,0.703124,0.916009,0.070155,0.851475,0.916009,0.070155,0.851475,0.916009,0.070155,0.851475,0.994644,0.011891,0.974748,0.915835,0.0761,0.836559,0.915835,0.0761,0.836559,0.915835,0.0761,0.836559,0.894126,0.091558,0.80174,0.894126,0.091558,0.80174,0.894126,0.091558,0.80174,0.99302,0.009512,0.979798,99.04,98.32,97.12,98.88,99.28,99.12,99.2,99.04,97.04,99.44,99.6,89.76,95.36,85.44,95.84,62.4,84.96,95.52,99.04,93.44,99.04,91.52
0.954103,0.0265,0.859342,0.995248,0.0035,0.980248,0.999722,0.0005,0.997228,0.954103,0.0265,0.859342,0.966751,0.0105,0.941011,0.977428,0.011,0.939693,0.977428,0.011,0.939693,0.992574,0.0055,0.968962,0.949861,0.0265,0.859342,0.945244,0.02,0.889381,0.945304,0.0195,0.892857,0.932361,0.0455,0.766427,0.95671,0.019,0.889535,0.976844,0.0115,0.935102,1,0,1,99.130435,99.431438,90.367893,99.364548,99.732441,99.765886,99.799331,99.732441,99.498328,99.93311,99.799331,99.0301,99.063545,97.725753,99.464883,90.133779,97.792642,99.130435,99.732441,99.130435,99.598662,98.093645
0.710645,0.326923,0.340299,0.710645,0.326923,0.340299,0.710645,0.326923,0.340299,0.727886,0.307692,0.376312,0.710645,0.326923,0.340299,0.710645,0.326923,0.340299,0.710645,0.326923,0.340299,0.86057,0.211538,0.569277,0.48051,0.442308,0,0.48051,0.442308,0,0.48051,0.442308,0,0.609445,0.442308,0.082822,0.609445,0.442308,0.082822,0.609445,0.442308,0.082822,0.7009,0.288462,0.407295,68.333333,75,0,68.333333,71.666667,70,70,75,56.666667,85,71.666667,75,76.666667,75,68.333333,58.333333,71.666667,70,75,60,75,63.333333
0.935764,0.11236,0.770056,0.935764,0.11236,0.770056,0.935764,0.11236,0.770056,0.872515,0.123596,0.736012,0.927932,0.117978,0.757996,0.927932,0.117978,0.757996,0.927932,0.117978,0.757996,0.989996,0.039326,0.917011,0.869751,0.117978,0.753398,0.869751,0.117978,0.753398,0.869751,0.117978,0.753398,0.922733,0.078652,0.837528,0.922733,0.078652,0.837528,0.922733,0.078652,0.837528,0.957746,0.033708,0.928695,96.078431,95.294118,70.588235,96.470588,96.078431,98.039216,96.862745,97.254902,60.784314,93.72549,98.039216,89.019608,90.196078,89.803922,91.764706,60.784314,90.196078,90.980392,97.254902,90.980392,97.647059,87.843137
0.663399,0.386364,0.272374,0.663399,0.386364,0.272374,0.663399,0.386364,0.272374,0.55374,0.386364,0,0.828129,0.19697,0.581565,0.828129,0.19697,0.581565,0.828129,0.19697,0.581565,0.750061,0.371212,0.236544,0.718349,0.310606,0.356633,0.718349,0.310606,0.356633,0.718349,0.310606,0.356633,0.803437,0.204545,0.57632,0.803437,0.204545,0.57632,0.803437,0.204545,0.57632,0.74655,0.287879,0.426218,62.162162,63.243243,62.702703,66.486486,82.162162,74.594595,65.945946,75.135135,64.324324,75.135135,76.756757,62.162162,77.297297,60,81.621622,62.162162,60,77.837838,76.756757,80.540541,77.297297,76.216216
0.892927,0.146341,0.669958,0.892927,0.146341,0.669958,0.892927,0.146341,0.669958,0.69668,0.336585,0.201344,0.810837,0.209756,0.494176,0.810837,0.209756,0.494176,0.810837,0.209756,0.494176,0.767575,0.268293,0.39722,0.628109,0.302439,0.195264,0.628109,0.302439,0.195264,0.628109,0.302439,0.195264,0.834307,0.126829,0.700259,0.834307,0.126829,0.700259,0.834307,0.126829,0.700259,0.878975,0.097561,0.76943,81.016949,71.525424,0,81.355932,85.762712,82.711864,82.711864,83.389831,66.440678,88.474576,83.389831,80,78.305085,82.372881,84.40678,67.79661,68.813559,87.79661,84.067797,78.644068,88.813559,86.101695
