"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000994, 1, 0.000994, weka.classifiers.functions.Logistic.R='1e-07'
-1.000000, 93.333333, 6.907108, 1, 7.907108, weka.classifiers.functions.Logistic.R='1e-07'
-2.000000, 84.444444, 8.159660, 2, 10.159660, weka.classifiers.functions.Logistic.R='3.6977169498859626'
-6.000000, 82.222222, 12.045649, 3, 18.045649, weka.classifiers.functions.Logistic.R='9.627494166784153'
