Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
47,47,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,5,0.0,SAT,,0.61,
48,48,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,5,0.0,SAT,,0.667,
49,49,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,5,0.0,SAT,,0.615,
50,50,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,5,0.0,SAT,,0.583,
51,51,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,5,0.0,SAT,,0.583,
52,52,1,33.916084,0,1.7976931348623157E308,-1,0.0,0.0,1,33.916084,5,0.0,SAT,,0.617,
53,53,1,34.615385,0,1.7976931348623157E308,-1,0.0,0.0,1,34.615385,5,0.0,SAT,,0.616,
54,54,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,5,0.0,SAT,,0.642,
55,55,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,6,0.0,SAT,,0.634,
56,56,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,6,0.0,SAT,,0.615,
57,57,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,6,0.0,SAT,,0.558,
58,58,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,6,0.0,SAT,,0.639,
59,59,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,6,0.0,SAT,,0.612,
60,60,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,6,0.0,SAT,,0.617,
61,61,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,6,0.0,SAT,,0.614,
62,62,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,6,0.0,SAT,,0.609,
63,63,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,6,0.0,SAT,,0.616,
64,64,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,6,0.0,SAT,,0.61,
65,65,1,26.923077,0,1.7976931348623157E308,-1,0.0,0.0,1,26.923077,6,0.0,SAT,,0.616,
66,66,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,7,0.0,SAT,,0.586,
67,67,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,7,0.0,SAT,,0.608,
68,68,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,7,0.0,SAT,,0.639,
69,69,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,7,0.0,SAT,,0.642,
70,70,1,32.517483,0,1.7976931348623157E308,-1,0.0,0.0,1,32.517483,7,0.0,SAT,,0.64,
71,71,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,7,0.0,SAT,,0.585,
72,72,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,7,0.0,SAT,,0.641,
73,73,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,7,0.0,SAT,,0.639,
74,74,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,7,0.0,SAT,,0.615,
75,75,1,32.867133,0,1.7976931348623157E308,-1,0.0,0.0,1,32.867133,7,0.0,SAT,,0.593,
76,76,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,7,0.0,SAT,,0.617,
77,77,1,32.517483,0,1.7976931348623157E308,-1,0.0,0.0,1,32.517483,8,0.0,SAT,,0.609,
78,78,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,8,0.0,SAT,,0.615,
79,79,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,8,0.0,SAT,,0.583,
80,80,1,26.923077,0,1.7976931348623157E308,-1,0.0,0.0,1,26.923077,8,0.0,SAT,,0.615,
81,81,1,26.923077,0,1.7976931348623157E308,-1,0.0,0.0,1,26.923077,8,0.0,SAT,,0.616,
82,82,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,8,0.0,SAT,,0.583,
83,83,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,8,0.0,SAT,,0.636,
84,84,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,8,0.0,SAT,,0.59,
85,85,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,8,0.0,SAT,,0.608,
86,86,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,8,0.0,SAT,,0.658,
87,87,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,8,0.0,SAT,,0.584,
88,88,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,9,0.0,SAT,,0.585,
89,89,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,9,0.0,SAT,,0.591,
90,90,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,9,0.0,SAT,,0.642,
91,91,1,33.566434,0,1.7976931348623157E308,-1,0.0,0.0,1,33.566434,9,0.0,SAT,,0.615,
92,92,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,9,0.0,SAT,,0.717,
93,93,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,9,0.0,SAT,,0.641,
94,94,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,9,0.0,SAT,,0.665,
95,95,1,34.615385,0,1.7976931348623157E308,-1,0.0,0.0,1,34.615385,9,0.0,SAT,,0.617,
96,96,1,26.573427,0,1.7976931348623157E308,-1,0.0,0.0,1,26.573427,9,0.0,SAT,,0.615,
97,97,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,9,0.0,SAT,,0.615,
98,98,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,9,0.0,SAT,,0.639,
99,99,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,10,0.0,SAT,,0.609,
100,100,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,10,0.0,SAT,,0.615,
