"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration","Predicted Performance (if available)",
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " R='1.0E-7'","NaN"
"0.365625"," 34.265734","0.77","1","0.265625", " R='1.0E-7'","NaN"
"0.60625"," 30.06993","1.563","2","0.40625", " R='5.708172492421886'","34.265734"
"0.70625"," 29.020979","2.174","3","0.40625", " R='3.443307924481761'","34.265734"
"0.8375"," 28.671329","2.8","4","0.4375", " R='4.669702075441094'","34.265734"
"1.4"," 28.321678","5.967","9","0.5", " R='2.9991702051291376'","34.265734"
"1.5625"," 28.321678","6.61","9","0.5625", " R='2.9991702051291376'","34.265734"
