# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = LearningCurve_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = TestData5.data.R
# init = 2 (Default)
# random
#   seed = 212552255
# output
#   file = o1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w_0,w_1,w_2,w_3,w_4,w_5,a_0,b_0,c_1,a_1,alpha_1,a_2,b_2,c_2,a_3,b_3,c_3,alpha_3,alpha_4,beta_4,delta_4,kappa_4,a_5,b_5,c_5,alpha_5,sigma
# Adaptation terminated
# Step size = 0.00234437
# Diagonal elements of inverse mass matrix:
# 1.78476e-005, 2.07457e-005, 1.69872e-005, 3.41313e-005, 3.31942e-005, 1.36465e-005, 6.73486e-005, 4.85006e-005, 5.78233e-005, 1.59139e-005, 0.000110902, 3.94422e-005, 3.77792e-005, 5.74593e-005, 5.41138e-005, 1.5576e-005, 1.75766e-005, 1.42482e-005, 1.52092e-005, 2.87072e-005, 1.91894e-005, 1.00146e-005, 0.00013996, 2.2489e-005, 2.65561e-005, 1.42136e-005, 2.65245e-005
-560.351,0.823007,0.00234437,6,113,1,577.535,1.18698,1.01335,0.351122,0.405753,3.98495,3.93901,-0.220791,1.89072,1.96286,-1.6167,-0.104572,1.79044,-0.835337,-1.60404,1.26616,1.06153,0.271862,0.22246,0.804725,1.70452,-1.53998,0.00126461,1.46567,-1.18768,-0.811243,1.39787,1.60232
-559.188,0.92676,0.00234437,8,355,1,571.637,1.18847,1.01273,0.35127,0.407014,3.98998,3.93733,-0.221911,1.88939,1.96175,-1.61594,-0.104243,1.7907,-0.834706,-1.60332,1.26654,1.06104,0.271799,0.223574,0.804964,1.70424,-1.53979,0.00148992,1.46301,-1.18859,-0.81088,1.39793,1.60161
-558.173,0.88141,0.00234437,8,312,1,571.191,1.18862,1.01334,0.351072,0.406993,3.9938,3.93489,-0.224457,1.88995,1.96169,-1.61507,-0.102094,1.7907,-0.836778,-1.60321,1.26678,1.06137,0.272072,0.223432,0.804689,1.7027,-1.54027,0.00141123,1.46225,-1.18779,-0.810462,1.39698,1.60249
-557.622,0.912371,0.00234437,8,388,1,572.212,1.18875,1.01294,0.351249,0.406879,3.99154,3.93546,-0.224542,1.89043,1.96225,-1.61456,-0.101921,1.79171,-0.836503,-1.60245,1.26596,1.06153,0.272606,0.223141,0.805092,1.70223,-1.53991,0.00119245,1.46222,-1.18757,-0.811628,1.39673,1.60266
-556.921,0.877358,0.00234437,7,212,1,566.804,1.18907,1.01285,0.35116,0.406827,3.9935,3.93579,-0.224332,1.89108,1.96289,-1.61436,-0.102187,1.79121,-0.836194,-1.6029,1.26618,1.06155,0.272453,0.223466,0.805171,1.70207,-1.5403,0.0010972,1.4609,-1.1873,-0.811347,1.39677,1.60288
-554.816,0.846561,0.00234437,7,189,1,575.089,1.18838,1.01234,0.351315,0.406944,3.9926,3.93913,-0.225809,1.89057,1.9625,-1.61476,-0.104393,1.79235,-0.836553,-1.60091,1.26721,1.06189,0.272815,0.223175,0.804474,1.70357,-1.5421,0.000811653,1.4572,-1.18752,-0.811242,1.39604,1.60398
-553.794,0.84326,0.00234437,8,319,1,572.274,1.18716,1.01213,0.351303,0.407668,3.99739,3.94084,-0.225729,1.8914,1.96261,-1.61506,-0.104925,1.79319,-0.836911,-1.60047,1.2662,1.06189,0.273276,0.222383,0.803789,1.70475,-1.54254,0.000718336,1.45558,-1.18829,-0.812094,1.3959,1.60496
-554.645,0.822727,0.00234437,7,220,1,566.879,1.18695,1.01215,0.351205,0.407764,3.99844,3.9417,-0.226002,1.8909,1.9624,-1.61473,-0.105101,1.7925,-0.836944,-1.59988,1.2667,1.0619,0.273452,0.223045,0.80453,1.70453,-1.54237,0.000752733,1.45704,-1.18834,-0.812524,1.39633,1.60588
-546.416,0.860626,0.00234437,8,287,1,571.922,1.18511,1.01179,0.352712,0.4103,3.98458,3.94929,-0.223897,1.89506,1.95962,-1.61512,-0.0980833,1.79648,-0.840345,-1.60167,1.26309,1.06106,0.27633,0.221406,0.802277,1.70342,-1.54218,0.000781423,1.44519,-1.19051,-0.810932,1.39677,1.61018
-544.768,0.919006,0.00234437,8,284,1,559.565,1.18133,1.01202,0.35378,0.410914,3.98041,3.94126,-0.223162,1.8945,1.96157,-1.61468,-0.098145,1.79631,-0.840704,-1.60496,1.26243,1.06278,0.27606,0.218757,0.802036,1.703,-1.53949,0.00189791,1.43994,-1.19104,-0.810763,1.39435,1.61602
-545.642,0.946524,0.00234437,8,374,1,555.564,1.18319,1.01151,0.35301,0.41072,3.98238,3.94536,-0.222677,1.89433,1.96206,-1.61579,-0.098908,1.79577,-0.840579,-1.60356,1.26198,1.06298,0.276131,0.217782,0.801454,1.70266,-1.53987,0.00210326,1.44083,-1.1913,-0.811923,1.39523,1.61433
-544.767,0.919491,0.00234437,7,236,1,559.718,1.18326,1.01263,0.353056,0.410195,3.98444,3.94346,-0.222314,1.894,1.96097,-1.61647,-0.0982443,1.79765,-0.839113,-1.60271,1.26464,1.06187,0.276687,0.217093,0.801452,1.70279,-1.54066,0.00234082,1.43745,-1.19153,-0.811018,1.3961,1.61328
-538.997,0.925816,0.00234437,8,337,1,556.521,1.18053,1.01109,0.352119,0.41112,3.96449,3.94467,-0.227298,1.89517,1.95893,-1.616,-0.0982155,1.79533,-0.836274,-1.60925,1.26242,1.06103,0.276361,0.217227,0.801274,1.70109,-1.53928,0.00145767,1.43184,-1.19072,-0.811599,1.39467,1.61323
-539.132,0.882651,0.00234437,7,196,1,550.963,1.18117,1.01159,0.352224,0.411233,3.97162,3.94454,-0.227263,1.89451,1.96075,-1.61582,-0.097405,1.79522,-0.834642,-1.60917,1.26221,1.06091,0.276588,0.217285,0.800685,1.70091,-1.5387,0.00196854,1.43093,-1.19106,-0.812676,1.39421,1.61467
-537.399,0.897958,0.00234437,7,245,1,552.593,1.18033,1.01203,0.352029,0.411666,3.96464,3.939,-0.227789,1.89271,1.96219,-1.61635,-0.0983354,1.79614,-0.833085,-1.61148,1.26359,1.0603,0.277054,0.216742,0.80029,1.69992,-1.53883,0.00234546,1.42603,-1.19047,-0.811946,1.39486,1.61551
-538.353,0.897321,0.00234437,7,224,1,558.927,1.18007,1.01188,0.351888,0.411767,3.96414,3.94,-0.228275,1.89222,1.96097,-1.61674,-0.098662,1.79569,-0.832623,-1.61179,1.26414,1.06088,0.277243,0.216866,0.800258,1.69928,-1.53945,0.00206117,1.42857,-1.19055,-0.811184,1.39531,1.61502
-534.407,0.901856,0.00234437,8,377,1,547.85,1.18105,1.01299,0.352662,0.412671,3.96574,3.93853,-0.233282,1.89353,1.96132,-1.6167,-0.0971031,1.79333,-0.833268,-1.617,1.26255,1.06124,0.278676,0.216697,0.801448,1.6992,-1.53908,0.00217524,1.42227,-1.19202,-0.811711,1.39471,1.61789
-533.838,0.94026,0.00234437,8,385,1,547.714,1.18135,1.01331,0.352486,0.412895,3.96732,3.93876,-0.236045,1.89373,1.96397,-1.61734,-0.0956141,1.79249,-0.832848,-1.61684,1.26275,1.06173,0.278744,0.217535,0.802393,1.69997,-1.53751,0.00215648,1.42183,-1.19096,-0.811851,1.39573,1.6177
-534.632,0.497005,0.00234437,8,334,1,545.797,1.18119,1.01344,0.352483,0.41281,3.96779,3.93761,-0.236118,1.89375,1.96409,-1.61744,-0.0962109,1.79238,-0.832503,-1.61715,1.26276,1.06191,0.278709,0.217412,0.802655,1.69978,-1.53758,0.00233962,1.4225,-1.19082,-0.811992,1.39568,1.61785
-529.453,0.911602,0.00234437,8,362,1,546.24,1.17954,1.01351,0.352022,0.412669,3.96411,3.93028,-0.233774,1.89624,1.96337,-1.6192,-0.0916307,1.79034,-0.833785,-1.62182,1.26526,1.05943,0.27621,0.21706,0.801257,1.69603,-1.53793,0.00187286,1.41425,-1.19123,-0.811218,1.3951,1.61228
-529.287,0.905914,0.00234437,8,372,1,540.898,1.17881,1.01402,0.35197,0.412598,3.9672,3.9284,-0.23426,1.89625,1.96292,-1.61942,-0.0905095,1.79049,-0.834253,-1.62118,1.26531,1.05943,0.276441,0.216695,0.801584,1.69592,-1.53786,0.0017893,1.41446,-1.19088,-0.811868,1.395,1.61289
-525.597,0.886889,0.00234437,8,389,1,543.835,1.1785,1.01363,0.35217,0.411812,3.97464,3.93582,-0.235237,1.89645,1.96145,-1.62056,-0.0899795,1.78819,-0.832059,-1.6218,1.26833,1.06116,0.276976,0.215361,0.803967,1.6956,-1.53673,0.00118056,1.40932,-1.19233,-0.81601,1.3968,1.61841
-525.528,0.619403,0.00234437,7,134,1,539.748,1.17818,1.01358,0.352151,0.411926,3.97344,3.93708,-0.234698,1.8964,1.96199,-1.62088,-0.0900504,1.78845,-0.832121,-1.62125,1.26813,1.06129,0.277408,0.215405,0.803875,1.69527,-1.53674,0.00102173,1.40962,-1.192,-0.816409,1.39643,1.61879
-524.044,0.663212,0.00234437,8,386,1,539.84,1.17785,1.01391,0.351889,0.412141,3.96723,3.93563,-0.235365,1.89594,1.96148,-1.62197,-0.0903819,1.78839,-0.83183,-1.62113,1.26747,1.06121,0.27855,0.214289,0.803489,1.69609,-1.53754,0.000708737,1.4076,-1.1915,-0.816262,1.39604,1.61747
-524.346,0.483333,0.00234437,8,300,1,535.71,1.17792,1.01387,0.351913,0.412145,3.96647,3.93675,-0.235657,1.89639,1.96143,-1.62181,-0.0906428,1.78859,-0.831584,-1.62142,1.26771,1.06111,0.278354,0.213998,0.803577,1.69656,-1.53777,0.000732222,1.40803,-1.19152,-0.816292,1.39602,1.61695
-524.361,0.640883,0.00234437,7,181,1,533.231,1.17657,1.01412,0.351909,0.411659,3.96035,3.93834,-0.236564,1.89578,1.96199,-1.62148,-0.0901137,1.78922,-0.83242,-1.62174,1.26701,1.06132,0.278177,0.213647,0.803384,1.69654,-1.53732,0.00108578,1.40794,-1.19097,-0.815891,1.39752,1.61752
-524.174,0.490566,0.00234437,6,106,1,544.212,1.17696,1.01419,0.351913,0.41153,3.96119,3.93998,-0.236472,1.89619,1.96218,-1.62151,-0.0893411,1.78851,-0.831652,-1.62113,1.26639,1.06132,0.27805,0.213799,0.803513,1.697,-1.53758,0.000880027,1.40838,-1.19114,-0.816726,1.39762,1.61711
-523.705,0.827158,0.00234437,8,324,1,540.448,1.17329,1.01244,0.352336,0.411659,3.96634,3.93506,-0.237661,1.89343,1.95908,-1.62124,-0.0827317,1.78777,-0.834446,-1.6159,1.26932,1.06167,0.27879,0.212125,0.80333,1.69943,-1.5359,0.00136051,1.40861,-1.19106,-0.818794,1.39774,1.61941
-523.746,0.713178,0.00234437,8,258,1,542.051,1.17328,1.01239,0.352309,0.411611,3.96704,3.93519,-0.237783,1.89351,1.95907,-1.62135,-0.0827387,1.78788,-0.834537,-1.61577,1.26929,1.06172,0.278833,0.212177,0.803331,1.69945,-1.53593,0.00135623,1.40871,-1.19088,-0.818864,1.39782,1.61962
-522.479,0.760274,0.00234437,8,292,1,538.336,1.17473,1.01288,0.351475,0.412579,3.9659,3.9407,-0.238169,1.89325,1.96071,-1.62194,-0.0807373,1.78519,-0.833363,-1.61455,1.27014,1.0612,0.280827,0.212511,0.803441,1.6949,-1.5361,0.00147289,1.40662,-1.19194,-0.818799,1.39891,1.61982
-523.172,0.701456,0.00234437,8,412,1,534.679,1.17567,1.01297,0.351539,0.412824,3.96408,3.9406,-0.239358,1.89204,1.95926,-1.62141,-0.0814191,1.78438,-0.833384,-1.61415,1.26986,1.06143,0.280312,0.212237,0.803212,1.6944,-1.53602,0.00150142,1.40809,-1.1925,-0.818993,1.39912,1.61875
-522.599,0.614907,0.00234437,7,161,1,532.387,1.17542,1.01274,0.351457,0.412876,3.96263,3.94106,-0.239133,1.89232,1.95973,-1.62123,-0.081352,1.7842,-0.833349,-1.6135,1.26997,1.06153,0.280563,0.211892,0.803436,1.69412,-1.53581,0.00135387,1.40739,-1.19226,-0.818998,1.39923,1.6187
-522.403,0.791391,0.00234437,8,302,1,545.2,1.17379,1.01366,0.351923,0.413494,3.96277,3.94138,-0.238337,1.89198,1.96099,-1.62126,-0.083774,1.78377,-0.833437,-1.61328,1.2698,1.06131,0.279609,0.211784,0.803287,1.69455,-1.53649,0.00127024,1.40622,-1.1909,-0.819395,1.39843,1.61683
-520.112,0.6825,0.00234437,8,400,1,531.967,1.17153,1.01537,0.351269,0.414809,3.9649,3.94784,-0.236486,1.89054,1.95818,-1.62262,-0.0857552,1.78285,-0.83478,-1.61052,1.26888,1.06234,0.281934,0.212963,0.803584,1.69471,-1.53793,0.000893554,1.40209,-1.18928,-0.822024,1.39874,1.61628
-519.715,0.628676,0.00234437,8,272,1,530.948,1.1711,1.01462,0.351354,0.414991,3.9628,3.94702,-0.23746,1.8908,1.95944,-1.62289,-0.0860237,1.78264,-0.834552,-1.61058,1.2695,1.06288,0.281655,0.213222,0.803571,1.69581,-1.53777,0.000925213,1.40136,-1.18934,-0.822474,1.39842,1.61657
-519.75,0.475609,0.00234437,6,82,1,534.715,1.17125,1.01474,0.351346,0.414995,3.96217,3.94708,-0.237545,1.89074,1.95984,-1.62285,-0.0860212,1.78269,-0.834303,-1.61019,1.26972,1.06285,0.281725,0.213159,0.803656,1.69572,-1.53783,0.00106659,1.40107,-1.18922,-0.822333,1.39848,1.61658
-519.829,0.50365,0.00234437,7,137,1,534.953,1.17202,1.01522,0.351474,0.415123,3.96124,3.94539,-0.237466,1.89061,1.95963,-1.62268,-0.0863062,1.78278,-0.83463,-1.61116,1.26998,1.06316,0.28186,0.21285,0.803704,1.69688,-1.53749,0.000856055,1.40153,-1.18916,-0.822559,1.39815,1.61704
-520.145,0.591549,0.00234437,8,284,1,527.962,1.17195,1.0147,0.351418,0.414951,3.96551,3.94603,-0.237919,1.89027,1.95887,-1.62213,-0.088414,1.78239,-0.834197,-1.60934,1.26958,1.06335,0.282099,0.212669,0.803292,1.69628,-1.53738,0.000833063,1.40176,-1.18963,-0.821846,1.39867,1.61724
-516.099,0.782333,0.00234437,8,317,1,533.985,1.17057,1.01304,0.351208,0.41413,3.96551,3.94265,-0.239803,1.88968,1.95626,-1.62247,-0.0832048,1.78135,-0.834338,-1.60974,1.26892,1.06595,0.280944,0.212248,0.80131,1.69899,-1.53618,0.00124278,1.39551,-1.18984,-0.820906,1.39872,1.61741
-514.814,0.54054,0.00234437,7,148,1,530.121,1.17093,1.01276,0.35123,0.413944,3.96482,3.94024,-0.239889,1.88835,1.957,-1.62304,-0.0831689,1.78305,-0.834081,-1.60767,1.26781,1.06618,0.280642,0.212791,0.801824,1.69935,-1.53631,0.000854946,1.39392,-1.18909,-0.820986,1.39824,1.61611
-514.27,0.584268,0.00234437,7,178,1,527.38,1.17214,1.01409,0.351409,0.413216,3.97195,3.9404,-0.240603,1.88963,1.95767,-1.62447,-0.0842245,1.78053,-0.832308,-1.60584,1.26675,1.06583,0.281423,0.21258,0.802683,1.70016,-1.53636,0.00131125,1.39129,-1.19052,-0.820731,1.39815,1.61577
-514.132,0.710317,0.00234437,7,252,1,526.033,1.17298,1.01431,0.351369,0.41363,3.97033,3.93787,-0.240273,1.88813,1.95716,-1.62462,-0.084469,1.78089,-0.832382,-1.60565,1.26617,1.0657,0.281502,0.21272,0.8032,1.69975,-1.53638,0.00137208,1.39107,-1.19057,-0.820565,1.39786,1.61889
-513.157,0.682051,0.00234437,7,195,1,523.083,1.17273,1.01382,0.35147,0.413673,3.9698,3.93761,-0.2397,1.88843,1.95641,-1.62491,-0.0848818,1.78117,-0.831943,-1.60554,1.2673,1.0658,0.281528,0.212757,0.802949,1.69981,-1.53658,0.00117504,1.38928,-1.19083,-0.820625,1.39799,1.61867
-513.545,0.67005,0.00234437,7,197,1,523.171,1.17276,1.01408,0.351421,0.41356,3.96969,3.93766,-0.240007,1.88845,1.95635,-1.62492,-0.0848806,1.78157,-0.83198,-1.60517,1.26735,1.06583,0.281453,0.212773,0.802955,1.69974,-1.53667,0.00126597,1.38978,-1.19093,-0.820916,1.39801,1.61802
-512.79,0.704846,0.00234437,7,227,1,529.095,1.17356,1.01527,0.351256,0.413226,3.97447,3.93846,-0.241838,1.88849,1.95535,-1.6246,-0.0836362,1.78165,-0.830941,-1.60786,1.26488,1.06525,0.282012,0.212086,0.801651,1.70154,-1.53726,0.00136225,1.38913,-1.19137,-0.820884,1.39754,1.61829
-512.551,0.343195,0.00234437,7,169,1,528.978,1.17358,1.01523,0.35126,0.413259,3.97451,3.93845,-0.241797,1.88846,1.95548,-1.62457,-0.0835596,1.78161,-0.830861,-1.60792,1.26488,1.06526,0.281962,0.212088,0.80164,1.70161,-1.53723,0.00129804,1.38884,-1.19128,-0.820895,1.39755,1.61822
-512.093,0.595092,0.00234437,7,163,1,524.263,1.17332,1.01508,0.351278,0.413266,3.97541,3.93959,-0.241543,1.88878,1.95487,-1.62488,-0.0836347,1.78169,-0.830925,-1.60803,1.26527,1.0654,0.281745,0.212232,0.801919,1.70139,-1.53729,0.00144204,1.38739,-1.19139,-0.820703,1.39726,1.6179
-511.296,0.467033,0.00234437,8,364,1,523.508,1.17365,1.01487,0.351273,0.412628,3.97011,3.93915,-0.239124,1.8886,1.95342,-1.62399,-0.0794317,1.78266,-0.831216,-1.60901,1.26639,1.06641,0.282126,0.212374,0.802554,1.70074,-1.53728,0.000943709,1.38793,-1.19192,-0.821148,1.3966,1.61939
-511.186,0.56746,0.00234437,7,252,1,519.185,1.17313,1.01387,0.351067,0.411952,3.97735,3.94296,-0.239111,1.88748,1.95386,-1.62361,-0.0793433,1.78288,-0.830455,-1.60967,1.26872,1.06572,0.282258,0.21204,0.802859,1.70061,-1.53688,0.000912084,1.38737,-1.19096,-0.820349,1.39618,1.6204
-511.522,0.547168,0.00234437,6,106,1,520.148,1.17337,1.01384,0.351105,0.412067,3.97634,3.94307,-0.239049,1.88798,1.95412,-1.62359,-0.0788622,1.78309,-0.830835,-1.60919,1.26856,1.06573,0.282185,0.212106,0.802853,1.70071,-1.53682,0.0011826,1.38759,-1.19086,-0.820375,1.39623,1.62034
-509.806,0.639173,0.00234437,7,194,1,523.755,1.17363,1.01468,0.351211,0.411853,3.9804,3.94101,-0.239625,1.8879,1.95354,-1.62346,-0.0801169,1.78227,-0.831933,-1.60779,1.26899,1.065,0.281402,0.210627,0.803167,1.70172,-1.53518,0.00195256,1.38135,-1.19101,-0.818745,1.39597,1.61767
-509.436,0.286667,0.00234437,8,300,1,525.47,1.17426,1.01451,0.351404,0.412424,3.97715,3.94178,-0.238401,1.88743,1.95132,-1.62334,-0.0797038,1.78252,-0.83202,-1.60775,1.2707,1.06494,0.282428,0.210577,0.802289,1.70245,-1.5351,0.00119969,1.38242,-1.19,-0.818243,1.3958,1.61591
-507.577,0.730863,0.00234437,8,405,1,530.815,1.17464,1.01239,0.351864,0.41349,3.97867,3.94723,-0.238658,1.88843,1.94815,-1.62294,-0.0791708,1.78215,-0.832482,-1.60793,1.26829,1.06552,0.281907,0.210402,0.800563,1.70312,-1.53719,0.00157264,1.37946,-1.19065,-0.820498,1.3962,1.61872
-507.99,0.750973,0.00234437,8,257,1,518.321,1.17301,1.01301,0.352318,0.412044,3.9836,3.94746,-0.235131,1.88567,1.94738,-1.6261,-0.0759949,1.78389,-0.831753,-1.60946,1.26466,1.0667,0.281058,0.209796,0.800909,1.70209,-1.53607,0.000979072,1.38272,-1.18846,-0.821086,1.3957,1.62053
-507.549,0.750841,0.00234437,8,297,1,519.25,1.17131,1.01252,0.352095,0.411465,3.98056,3.94616,-0.235333,1.88534,1.94695,-1.62623,-0.0707734,1.78346,-0.831385,-1.60841,1.26747,1.0661,0.280818,0.209522,0.801972,1.70296,-1.53808,0.00133094,1.38185,-1.18912,-0.821664,1.39501,1.61943
-507.57,0.746951,0.00234437,8,328,1,523.626,1.1711,1.0126,0.35222,0.410938,3.9832,3.94702,-0.23374,1.88457,1.94521,-1.62673,-0.0691415,1.78315,-0.832811,-1.60787,1.26833,1.06635,0.280496,0.209114,0.801998,1.70338,-1.53852,0.00129827,1.38199,-1.18877,-0.821436,1.39599,1.62052
-503.891,0.709804,0.00234437,7,255,1,519.849,1.16911,1.01239,0.352217,0.410627,3.98433,3.94878,-0.233652,1.88252,1.94503,-1.62626,-0.0673046,1.78357,-0.834146,-1.61162,1.26887,1.06528,0.279733,0.208742,0.800962,1.70073,-1.53743,0.00145202,1.37512,-1.18904,-0.82165,1.39557,1.62069
-504.146,0.70068,0.00234437,8,441,1,511.054,1.16921,1.01214,0.351827,0.411024,3.98806,3.94895,-0.233433,1.88339,1.94544,-1.62616,-0.0658721,1.78358,-0.833302,-1.61191,1.26977,1.06601,0.279104,0.209074,0.801157,1.69946,-1.53682,0.00172033,1.3751,-1.18891,-0.82102,1.39544,1.62297
-502.114,0.824242,0.00234437,8,330,1,517.219,1.1694,1.01395,0.351874,0.410127,3.99188,3.95608,-0.232155,1.88208,1.94649,-1.6245,-0.0681942,1.78456,-0.832969,-1.61241,1.27143,1.06603,0.276827,0.208045,0.801453,1.70028,-1.53451,0.00180375,1.36949,-1.18755,-0.819379,1.39533,1.62262
-500.408,0.83086,0.00234437,8,337,1,511.393,1.17024,1.01548,0.352136,0.409454,3.9765,3.95959,-0.230524,1.88701,1.94468,-1.6253,-0.0648526,1.78516,-0.833863,-1.61216,1.27294,1.06625,0.275486,0.208373,0.803125,1.70204,-1.53462,0.00183577,1.3662,-1.18545,-0.820042,1.39593,1.62054
-493.665,0.847545,0.00234437,8,387,1,510.787,1.17069,1.01413,0.351656,0.41101,3.98113,3.95957,-0.231393,1.88649,1.93486,-1.62519,-0.0674107,1.789,-0.833652,-1.61484,1.2761,1.06364,0.279397,0.209185,0.803623,1.70178,-1.53567,0.00114926,1.35369,-1.18587,-0.819881,1.39532,1.62353
-492.179,0.633569,0.00234437,8,423,1,504.123,1.17056,1.0147,0.351585,0.411221,3.98199,3.95942,-0.232003,1.88692,1.93655,-1.62535,-0.0636904,1.79129,-0.833727,-1.61467,1.27458,1.06379,0.278902,0.209786,0.803674,1.70147,-1.53595,0.0014314,1.35122,-1.18587,-0.820618,1.39519,1.62402
-493.06,0.646153,0.00234437,7,130,1,508.37,1.17119,1.01358,0.351469,0.412017,3.98172,3.95951,-0.232347,1.88672,1.93619,-1.62536,-0.0637231,1.79137,-0.832408,-1.61561,1.27548,1.06345,0.279192,0.20956,0.804092,1.70196,-1.53582,0.00204989,1.35129,-1.18596,-0.820058,1.39486,1.62498
-491.125,0.825581,0.00234437,8,344,1,499.505,1.17384,1.01468,0.35151,0.412255,3.98293,3.95862,-0.23222,1.88367,1.93362,-1.62645,-0.0637475,1.79223,-0.833042,-1.61649,1.27631,1.06216,0.2797,0.21073,0.804372,1.70196,-1.53625,0.00145966,1.3487,-1.18394,-0.819398,1.39512,1.62558
-491.162,0.687115,0.00234437,7,163,1,500.871,1.17379,1.01474,0.351533,0.412219,3.98298,3.95872,-0.232207,1.88357,1.93373,-1.6265,-0.0635966,1.79226,-0.833044,-1.61663,1.27622,1.06213,0.279716,0.210768,0.804413,1.702,-1.53617,0.00153487,1.34861,-1.18388,-0.819414,1.39508,1.62544
-484.764,0.868892,0.00234437,8,389,1,505.912,1.17518,1.01255,0.35129,0.411912,3.96999,3.95187,-0.231977,1.89013,1.93252,-1.6276,-0.0696876,1.79046,-0.835416,-1.61604,1.27408,1.0636,0.278631,0.209034,0.806573,1.70007,-1.54147,0.0017839,1.33359,-1.18757,-0.813465,1.39701,1.63313
-485.866,0.872516,0.00234437,8,353,1,504.019,1.17166,1.01437,0.351411,0.414109,3.9711,3.94783,-0.228731,1.89933,1.93411,-1.62168,-0.0740681,1.78985,-0.83527,-1.61371,1.2729,1.06592,0.273953,0.211152,0.808538,1.69785,-1.53622,0.00252816,1.33139,-1.18648,-0.814898,1.39653,1.62892
-485.663,0.902964,0.00234437,8,371,1,500.319,1.17046,1.01547,0.351317,0.413026,3.97227,3.94336,-0.229773,1.9004,1.93293,-1.62135,-0.0730625,1.78946,-0.83563,-1.61305,1.27434,1.06555,0.275028,0.21104,0.809334,1.69835,-1.53647,0.00289499,1.32946,-1.18602,-0.813763,1.39747,1.63071
-483.368,0.707316,0.00234437,8,369,1,496.277,1.17398,1.0169,0.351706,0.413546,3.97116,3.93631,-0.223679,1.89757,1.92915,-1.62295,-0.0802764,1.78912,-0.836892,-1.61424,1.27279,1.06633,0.274038,0.211733,0.810267,1.69506,-1.53637,0.00270358,1.32162,-1.18968,-0.811605,1.39801,1.62461
-477.956,0.890365,0.00234437,8,301,1,498.815,1.17506,1.01524,0.351382,0.412525,3.96564,3.94262,-0.224285,1.89646,1.92905,-1.62272,-0.0775265,1.78993,-0.835872,-1.61447,1.27202,1.06642,0.275815,0.212767,0.809261,1.69521,-1.53661,0.00167297,1.31544,-1.19191,-0.811854,1.39728,1.62075
-477.871,0.811159,0.00234437,7,233,1,486.889,1.17481,1.01633,0.351403,0.412607,3.96778,3.93973,-0.223145,1.89773,1.92823,-1.62375,-0.0787433,1.78887,-0.836654,-1.61375,1.27186,1.06565,0.274013,0.213415,0.808812,1.69552,-1.5388,0.00119182,1.31547,-1.19261,-0.811595,1.39884,1.61982
-470.459,0.854837,0.00234437,8,310,1,490.505,1.17772,1.0131,0.351846,0.412023,3.97257,3.93944,-0.219204,1.89458,1.92779,-1.62063,-0.0704756,1.78961,-0.831204,-1.61469,1.26787,1.06353,0.274209,0.213438,0.809829,1.69778,-1.53932,0.00148982,1.30262,-1.19312,-0.810555,1.39764,1.62213
-470.202,0.831614,0.00234437,8,291,1,489.739,1.18088,1.01264,0.351581,0.412992,3.9773,3.94366,-0.218478,1.89769,1.92816,-1.62001,-0.0702916,1.78897,-0.831513,-1.61753,1.26925,1.06279,0.273437,0.212957,0.809468,1.69735,-1.53939,0.00178295,1.30123,-1.19312,-0.812538,1.39622,1.62341
-468.781,0.778761,0.00234437,7,226,1,480.374,1.18043,1.01337,0.351779,0.412781,3.97624,3.94282,-0.218224,1.89499,1.9278,-1.62025,-0.0688944,1.78832,-0.830968,-1.61804,1.2686,1.06264,0.274035,0.212367,0.808713,1.69726,-1.53898,0.00157651,1.29943,-1.19515,-0.811635,1.39647,1.62311
-467.801,0.754902,0.00234437,7,204,1,483.953,1.17997,1.01354,0.351774,0.413089,3.97349,3.9419,-0.219646,1.89563,1.92952,-1.61992,-0.0714002,1.78825,-0.830901,-1.61598,1.26959,1.06283,0.274013,0.213008,0.808028,1.69818,-1.53931,0.00131187,1.29728,-1.19566,-0.81202,1.39673,1.62126
-464.73,0.8125,0.00234437,8,352,1,479.285,1.17935,1.01267,0.351932,0.413255,3.96048,3.93529,-0.225493,1.89279,1.92504,-1.61894,-0.0726485,1.78861,-0.833035,-1.61692,1.27305,1.06142,0.273291,0.213258,0.808269,1.69893,-1.53878,0.00120707,1.29147,-1.19383,-0.812454,1.39847,1.62048
