Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
51,51,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,5,0.0,SAT,,0.589,
52,52,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,5,0.0,SAT,,0.611,
53,53,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,5,0.0,SAT,,0.609,
54,54,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,5,0.0,SAT,,0.608,
55,55,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,6,0.0,SAT,,0.585,
56,56,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,6,0.0,SAT,,0.61,
57,57,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,6,0.0,SAT,,0.611,
58,58,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,6,0.0,SAT,,0.666,
59,59,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,6,0.0,SAT,,0.611,
60,60,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,6,0.0,SAT,,0.615,
61,61,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,6,0.0,SAT,,0.584,
62,62,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,6,0.0,SAT,,0.585,
63,63,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,6,0.0,SAT,,0.608,
64,64,1,32.867133,0,1.7976931348623157E308,-1,0.0,0.0,1,32.867133,6,0.0,SAT,,0.607,
65,65,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,6,0.0,SAT,,0.659,
66,66,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,7,0.0,SAT,,0.61,
67,67,1,33.916084,0,1.7976931348623157E308,-1,0.0,0.0,1,33.916084,7,0.0,SAT,,0.585,
68,68,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,7,0.0,SAT,,0.584,
69,69,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,7,0.0,SAT,,0.641,
70,70,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,7,0.0,SAT,,0.609,
71,71,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,7,0.0,SAT,,0.585,
72,72,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,7,0.0,SAT,,0.586,
73,73,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,7,0.0,SAT,,0.609,
74,74,1,33.566434,0,1.7976931348623157E308,-1,0.0,0.0,1,33.566434,7,0.0,SAT,,0.633,
75,75,1,26.923077,0,1.7976931348623157E308,-1,0.0,0.0,1,26.923077,7,0.0,SAT,,0.584,
76,76,1,36.013986,0,1.7976931348623157E308,-1,0.0,0.0,1,36.013986,7,0.0,SAT,,0.609,
77,77,1,32.517483,0,1.7976931348623157E308,-1,0.0,0.0,1,32.517483,8,0.0,SAT,,0.634,
78,78,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,8,0.0,SAT,,0.613,
79,79,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,8,0.0,SAT,,0.611,
80,80,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,8,0.0,SAT,,0.64,
81,81,1,31.818182,0,1.7976931348623157E308,-1,0.0,0.0,1,31.818182,8,0.0,SAT,,0.608,
82,82,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,8,0.0,SAT,,0.585,
83,83,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,8,0.0,SAT,,0.634,
84,84,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,8,0.0,SAT,,0.586,
85,85,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,8,0.0,SAT,,0.586,
86,86,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,8,0.0,SAT,,0.61,
87,87,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,8,0.0,SAT,,0.584,
88,88,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,9,0.0,SAT,,0.611,
89,89,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,9,0.0,SAT,,0.586,
90,90,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,9,0.0,SAT,,0.584,
91,91,1,26.223776,0,1.7976931348623157E308,-1,0.0,0.0,1,26.223776,9,0.0,SAT,,0.636,
92,92,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,9,0.0,SAT,,0.583,
93,93,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,9,0.0,SAT,,0.585,
94,94,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,9,0.0,SAT,,0.609,
95,95,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,9,0.0,SAT,,0.61,
96,96,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,9,0.0,SAT,,0.588,
97,97,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,9,0.0,SAT,,0.586,
98,98,1,31.468531,0,1.7976931348623157E308,-1,0.0,0.0,1,31.468531,9,0.0,SAT,,0.584,
99,99,1,30.769231,0,1.7976931348623157E308,-1,0.0,0.0,1,30.769231,10,0.0,SAT,,0.607,
100,100,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,10,0.0,SAT,,0.609,
