Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,34.615385,0,1.7976931348623157E308,-1,0.0,0.0,1,34.615385,0,0.0,SAT,,0.614,
2,2,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,1,0.0,SAT,,0.635,
3,3,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,1,0.0,SAT,,0.586,
4,4,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,1,0.0,SAT,,0.609,
5,5,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,1,0.0,SAT,,0.586,
6,6,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,1,0.0,SAT,,0.611,
7,7,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,1,0.0,SAT,,0.612,
8,8,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,1,0.0,SAT,,0.586,
9,9,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,1,0.0,SAT,,0.587,
10,10,1,29.72028,0,1.7976931348623157E308,-1,0.0,0.0,1,29.72028,1,0.0,SAT,,0.681,
11,11,1,32.167832,0,1.7976931348623157E308,-1,0.0,0.0,1,32.167832,1,0.0,SAT,,0.686,
12,12,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,1,0.0,SAT,,0.661,
13,13,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,2,0.0,SAT,,0.634,
14,14,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,2,0.0,SAT,,0.634,
15,15,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,2,0.0,SAT,,0.634,
16,16,1,32.517483,0,1.7976931348623157E308,-1,0.0,0.0,1,32.517483,2,0.0,SAT,,0.635,
17,17,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,2,0.0,SAT,,0.658,
18,18,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,2,0.0,SAT,,0.634,
19,19,1,27.622378,0,1.7976931348623157E308,-1,0.0,0.0,1,27.622378,2,0.0,SAT,,0.634,
20,20,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,2,0.0,SAT,,0.638,
21,21,1,32.867133,0,1.7976931348623157E308,-1,0.0,0.0,1,32.867133,2,0.0,SAT,,0.639,
22,22,1,25.174825,0,1.7976931348623157E308,-1,0.0,0.0,1,25.174825,2,0.0,SAT,,0.663,
23,23,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,3,0.0,SAT,,0.636,
24,24,1,34.265734,0,1.7976931348623157E308,-1,0.0,0.0,1,34.265734,3,0.0,SAT,,0.634,
25,25,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,3,0.0,SAT,,0.637,
26,26,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,3,0.0,SAT,,0.636,
27,27,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,3,0.0,SAT,,0.638,
28,28,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,3,0.0,SAT,,0.634,
29,29,1,32.867133,0,1.7976931348623157E308,-1,0.0,0.0,1,32.867133,3,0.0,SAT,,0.66,
30,30,1,29.020979,0,1.7976931348623157E308,-1,0.0,0.0,1,29.020979,3,0.0,SAT,,0.665,
31,31,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,3,0.0,SAT,,0.66,
32,32,1,25.524476,0,1.7976931348623157E308,-1,0.0,0.0,1,25.524476,3,0.0,SAT,,0.636,
33,33,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,4,0.0,SAT,,0.662,
34,34,1,34.965035,0,1.7976931348623157E308,-1,0.0,0.0,1,34.965035,4,0.0,SAT,,0.609,
35,35,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,4,0.0,SAT,,0.583,
36,36,1,27.972028,0,1.7976931348623157E308,-1,0.0,0.0,1,27.972028,4,0.0,SAT,,0.609,
37,37,1,30.06993,0,1.7976931348623157E308,-1,0.0,0.0,1,30.06993,4,0.0,SAT,,0.608,
38,38,1,34.615385,0,1.7976931348623157E308,-1,0.0,0.0,1,34.615385,4,0.0,SAT,,0.634,
39,39,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,4,0.0,SAT,,0.583,
40,40,1,33.916084,0,1.7976931348623157E308,-1,0.0,0.0,1,33.916084,4,0.0,SAT,,0.608,
41,41,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,4,0.0,SAT,,0.585,
42,42,1,33.216783,0,1.7976931348623157E308,-1,0.0,0.0,1,33.216783,4,0.0,SAT,,0.609,
43,43,1,31.118881,0,1.7976931348623157E308,-1,0.0,0.0,1,31.118881,4,0.0,SAT,,0.609,
44,44,1,33.566434,0,1.7976931348623157E308,-1,0.0,0.0,1,33.566434,5,0.0,SAT,,0.609,
45,45,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,5,0.0,SAT,,0.588,
46,46,1,27.272727,0,1.7976931348623157E308,-1,0.0,0.0,1,27.272727,5,0.0,SAT,,0.609,
47,47,1,28.321678,0,1.7976931348623157E308,-1,0.0,0.0,1,28.321678,5,0.0,SAT,,0.61,
48,48,1,30.41958,0,1.7976931348623157E308,-1,0.0,0.0,1,30.41958,5,0.0,SAT,,0.583,
49,49,1,29.370629,0,1.7976931348623157E308,-1,0.0,0.0,1,29.370629,5,0.0,SAT,,0.61,
50,50,1,28.671329,0,1.7976931348623157E308,-1,0.0,0.0,1,28.671329,5,0.0,SAT,,0.583,
