3597.7,3743.9,3544.7,3667.6,3613.5,3582.8,3627.1,3474.2,3537.9,3619.5,3498.2,3516.4,3747.1,3608.4,3606.2,3616.7,3515.1,3603.8,3530,3713.1,3744.4,3466.9,3560.1,3624.2,3647.9,3614.8,3727,3448.6,3457.7,3581.1,3544.8,3604.5,3622.1,3500.1,3569,3514.3,3676.9,3523.1,3459.4,3693,3560.8,3514.9,3660.3,3614.7,3503.7,3692.2,3630.3,3543.3,3619.8,3520.7,3557.8,3614.7,3502.5,3696.8,3688.5,3494.5,3499.6,3601.5,3587.7,3583.1,3534.9,3673.1,3577.1,3598.3,3564.6,3518.2,3504.6,3591.4,3571.7,3494.9,3511.2,3534.2
4422.5,4602.3,4391.6,4501.9,4449.3,4412.4,4474.8,4256.1,4350.8,4461.4,4356.4,4313.7,4614.7,4491.4,4421.5,4452.4,4320.9,4448.3,4348.2,4551.8,4614.8,4304.3,4347.7,4472.3,4527.3,4449.7,4576.9,4288.1,4266.1,4459.5,4417.2,4468.7,4464.9,4356.4,4392.7,4351.5,4460.2,4327.3,4285.3,4538.9,4394.5,4346.3,4526.9,4482.3,4247.8,4559.8,4411.3,4390,4432.4,4371.3,4368.2,4456.1,4304.6,4556.7,4537.4,4288.9,4302.1,4459.1,4436.2,4415.9,4305.9,4464.5,4449.1,4390.2,4432.6,4295.2,4303.6,4364.7,4316.5,4275.8,4341.6,4309.7
7630,7962.6,7733,7925.6,7717,7822.3,7776.1,7429.1,7632.3,7720.8,7631.3,7548.4,7968.9,7785.7,7732,7862.9,7546.2,7741.5,7674.2,7994.5,7919.5,7479.5,7654.3,7853.2,7855.8,7698.5,8043,7556.8,7429.6,7780.4,7658.5,7922.2,7782.2,7674.3,7728.1,7598.4,7812,7524.5,7568,7872.7,7739.4,7616.9,7840.4,7858.2,7497.2,7892.6,7660.6,7658.6,7788.7,7669.1,7625,7737.1,7616.7,7913.6,7903.7,7558.1,7518.4,7792.8,7697.6,7716.9,7677.6,7824.5,7786.2,7748.7,7769.9,7615.6,7543.1,7590.8,7594.3,7465.4,7652.3,7573.7
2422.6,2532.6,2417.2,2508.5,2464.7,2409.7,2475.8,2357,2420.8,2449.9,2396.7,2406.6,2544.9,2438.6,2468.3,2431.6,2362.5,2474,2433.3,2531.7,2539.1,2364.3,2439.8,2491.2,2486.4,2472.5,2512.6,2362.7,2363.6,2417.6,2362.3,2464.6,2453.9,2379.8,2386.7,2412.1,2492.8,2391,2355.1,2527.1,2396,2383.1,2477.2,2424,2422,2502.1,2441.4,2416.8,2457.9,2413.1,2397.7,2476.2,2406.4,2481.3,2507.1,2408.5,2373.1,2415.9,2436.5,2450.9,2373.2,2485.2,2423.2,2463.6,2397.6,2353.4,2380.3,2406.7,2406.7,2396.5,2430.8,2381.4
5858.4,6164.7,5923.2,6118.3,5979.1,5936.2,5985.9,5715.1,5842.5,5952.2,5767,5766.1,6143,5967.4,5938.1,6016.4,5812.3,5926.7,5851.2,6137.1,6181.2,5708.3,5842.3,6019.7,6015.4,5932.7,6190.4,5789.6,5694.5,6009.2,5876.4,6036,5988,5878.2,5927.1,5783.8,6011.7,5733,5761.2,6085.8,5947.4,5854.9,6040.9,6045.9,5773.9,6100,5881.5,5866.1,5934.4,5874.7,5832.6,5949.3,5826,6104,6082.1,5773.8,5769.6,5989.8,5905.5,5911.8,5870.1,6018.1,5939.2,5949,5908.8,5794.9,5795.1,5828.6,5856,5742.8,5819.2,5841.2
5259.6,5510.5,5264.6,5441.6,5349.8,5278.4,5341.5,5060.6,5196.1,5299.5,5202.4,5123.8,5458.7,5294.3,5300.9,5340.7,5140.4,5277.7,5207.6,5468.1,5482.2,5069.4,5204.7,5315.4,5368.6,5285.4,5446.6,5138.5,5053.3,5296.6,5254.4,5345.5,5339.2,5179.1,5245.2,5209.8,5384.8,5127.1,5155.6,5398.2,5264.1,5189.4,5334.2,5344.2,5142.2,5440.8,5242.2,5229.3,5343.3,5222.3,5250.1,5337.5,5206.6,5382.6,5437.5,5127.6,5069.4,5303.2,5277.4,5288.9,5241.5,5417.4,5304.6,5295,5288.6,5159.3,5159.8,5146.4,5157.4,5089,5172.6,5166.2
1868.8,1942.2,1830.1,1919.6,1898.4,1852.4,1896.3,1832,1866.9,1895.4,1822.7,1843.8,1922.5,1886,1901.5,1843.4,1840.4,1879.4,1831.9,1926.8,1927.1,1810.9,1868.1,1896.5,1896.7,1906.7,1919.1,1810.9,1834.7,1858.8,1819.2,1867.4,1881.5,1819.2,1837.4,1857.2,1922.6,1817.7,1820.3,1922.2,1813.9,1840.8,1888.6,1846.3,1825.4,1905.3,1853.2,1868.5,1894.2,1840.6,1835.9,1879.7,1814.8,1907,1905.1,1818.1,1808.3,1833.4,1865.4,1868.2,1805.9,1888.2,1838.7,1910.8,1828.5,1813.3,1833.8,1855.5,1852.8,1818.5,1822.3,1839.8
428.18,426.94,441.64,431.52,456.96,419.04,455.7,454.98,434.44,453.28,449.76,456.84,424.5,424.3,456.48,424.28,439.16,456.28,435.32,423.84,426.08,456.06,429.78,444.2,441.78,458.44,428.5,458.74,452.02,430.46,451.26,420.98,448.14,437.32,427.2,429.02,434.26,438.04,459.66,433.42,427.24,448.88,435.42,427.58,444,430.78,420.32,419.18,415.3,447.72,434.4,449.12,448.7,439.92,428.92,450.8,453.46,420.42,427,424.06,436.96,445.7,427.66,457.02,426.5,445.02,460.06,448.34,418.68,448.22,450.78,429
3365.3,3495.1,3342.5,3472.7,3411.1,3320,3367.7,3284,3297.5,3416.4,3280.1,3291.7,3504.4,3377.7,3378.9,3379.2,3285,3372.8,3275.6,3507.2,3462.3,3268.2,3345.3,3429.8,3422.6,3371.5,3508.2,3246.4,3257.2,3362.7,3318,3414.7,3405.2,3303.1,3302.7,3314.3,3456.7,3287.5,3282.4,3454.3,3301.1,3306.7,3425.6,3364.1,3260.1,3454.6,3336.9,3377.1,3407.7,3307.6,3354.7,3373.7,3268.1,3450.6,3461.1,3311.3,3260.7,3377,3365.3,3366,3281.1,3428.2,3347.9,3404.3,3321.4,3238.2,3275.7,3305.2,3311.9,3288.2,3281.3,3312.3
6245.8,6531.7,6231.7,6438.3,6302.1,6272.5,6303.7,6078.9,6168.4,6298.5,6155.1,6118.1,6505.9,6319.1,6247.8,6362.1,6129,6258.9,6204.1,6506.7,6470.2,6085.4,6226.6,6415,6386.3,6269.2,6470.4,6118.1,5983.3,6307.9,6261,6375.5,6290.7,6202.1,6254.5,6152.3,6369.4,6087.5,6115.6,6414.7,6260.5,6195,6385.2,6369.9,6133.8,6418.7,6237.6,6200.6,6286.3,6221,6209.2,6307.8,6186.1,6413.7,6433.1,6144.8,6063,6323.2,6254.1,6252,6237.1,6372,6273.8,6269.7,6241.7,6169.3,6160.9,6184.8,6165.9,6086.6,6161.7,6194.6
528.98,520.04,532.38,511.04,546.02,518.68,532.68,550.96,525.2,540.64,545.46,538.52,522.5,515.44,551.06,514.96,521.88,541.16,533.08,517.86,512.66,546,517.58,526.26,525.06,556.08,517.34,552.58,541.58,513.6,531.3,512.24,540.26,527.34,515.4,504.44,528.16,530.6,539.62,523.46,526.92,545.6,530.36,505.5,522.7,526.66,514.78,509.56,499.08,543.38,525.6,537.4,533.36,521,523.9,532.86,526.04,521.52,515.3,509.74,525.7,523.04,515.44,552.3,515.9,538.24,538.36,536.12,506.92,544.64,552.54,514.26
835.96,857.14,840.92,859.3,860.28,831.34,855.36,846.36,829.72,848.94,837.68,865.92,836.78,803.22,864.2,838.7,822.44,872.14,822.44,846.44,848,836.68,817.88,851.34,852.28,859.48,850.78,847.56,865.28,798.82,828.06,801.38,854.18,830.16,831.24,838.48,840.78,842.64,850.7,826.7,821.78,857.98,834.82,829.16,844.04,836.98,816.26,828.24,820.62,832.96,846.62,842.76,833.84,847.16,844.78,845.8,837.34,821.26,835.76,819.88,831.42,841.54,801.8,871.68,814.62,832.76,832.22,853.56,823.96,846.36,837.5,827.78
6683.1,6926.6,6712.3,6889.4,6762.1,6802.1,6802,6484.7,6616.5,6778.8,6627.2,6555.9,6983.3,6777.3,6692,6871.6,6562.7,6722.6,6712.2,7017.9,7003.3,6463.2,6632.5,6828.2,6819.1,6717.6,6986.4,6598.4,6481.3,6821.1,6706.8,6861.8,6774.1,6692.1,6747.6,6586.8,6846.4,6569.7,6574.3,6895.1,6707.3,6644.1,6833.5,6803.8,6532.4,6885.7,6673.7,6673.6,6738,6681.1,6608.1,6741,6620.2,6830.8,6871.2,6566.4,6539.1,6807.7,6685.1,6698,6664.6,6859.6,6728.8,6723.3,6768,6649.5,6624.9,6594.8,6580,6510.4,6617.8,6615.8
