# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = LearningCurve_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = TestData5.data.R
# init = 2 (Default)
# random
#   seed = 216433608
# output
#   file = o3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w_0,w_1,w_2,w_3,w_4,w_5,a_0,b_0,c_1,a_1,alpha_1,a_2,b_2,c_2,a_3,b_3,c_3,alpha_3,alpha_4,beta_4,delta_4,kappa_4,a_5,b_5,c_5,alpha_5,sigma
# Adaptation terminated
# Step size = 0.0104206
# Diagonal elements of inverse mass matrix:
# 1.32445, 1.43398, 1.00355, 1.07345, 1.71643, 1.33557, 0.178372, 0.727218, 0.8116, 20.8496, 0.2537, 0.0407691, 4.18031, 0.216917, 0.00759749, 0.747556, 0.0715586, 0.0577856, 0.25836, 1.00529, 0.0790404, 0.050814, 0.00268381, 0.304713, 0.0834841, 0.0393361, 0.0992236
-6.04878,0.98134,0.0104206,8,255,0,17.2346,0.172219,0.131698,0.0117524,0.674241,0.163569,2.02135,-0.13161,1.57925,1.56729,10.2319,0.396883,1.04756,-0.0791904,-0.939037,0.126745,-0.470178,1.15312,0.141005,1.30232,-0.583653,0.410908,0.31801,-0.000965428,-0.432879,0.699496,0.892463,0.0824968
-1.10072,0.400754,0.0104206,9,511,0,20.2528,0.448068,0.0385924,0.0548399,1.0469,0.340649,0.255823,-0.0223518,1.43556,-0.155226,11.693,0.436521,0.820052,0.898674,-1.11308,0.220944,-1.51399,0.905999,0.0655215,1.82723,-2.18365,0.352728,0.430434,0.0566607,0.145846,0.888797,0.497934,0.0816279
1.07604,0.824281,0.0104206,9,511,0,13.4107,0.604072,0.530867,2.32095,0.285155,0.557333,0.395871,0.0688011,0.516736,-0.418209,2.85153,0.837611,1.16306,9.17726,-0.953592,0.243748,2.18959,1.15332,0.308014,1.07085,0.0570196,0.653263,0.632458,0.127671,0.178591,0.695625,0.40922,0.131093
1.55192,0.903183,0.0104206,8,383,0,11.6112,0.263571,0.0832213,0.686275,0.139378,0.218866,1.26278,0.430828,1.5849,0.532803,8.83406,-0.0162633,0.933351,5.05474,-0.908186,0.182954,-1.36269,1.1427,0.241228,1.52186,-1.31313,0.306128,0.961733,0.0299581,-0.0959734,1.10014,0.299912,0.108681
0.454987,0.973115,0.0104206,9,511,0,14.6974,0.157814,0.203297,0.554297,2.89959,0.57171,0.290598,0.772551,-0.063223,1.44965,6.97855,0.530071,1.01818,5.66588,-0.926399,0.269507,1.77253,0.913987,-0.0098139,0.980905,-0.223183,0.196709,0.0578073,0.15141,0.191302,0.789199,0.598132,0.117594
-5.49638,0.942667,0.0104206,8,470,1,19.1001,0.36264,0.66422,0.175146,0.599371,0.585064,0.196769,1.02712,1.1725,-0.475133,4.32236,1.09982,0.83157,5.85193,-0.192719,0.362115,0.303882,1.0286,0.072712,0.75423,-0.148416,0.325009,0.232992,0.147958,1.23848,0.414768,0.394973,0.117833
-8.78433,0.985449,0.0104206,8,347,1,25.3603,0.177541,0.227483,0.0649589,0.165937,1.20757,0.333603,0.232483,0.396203,0.588143,8.45185,0.175588,1.17282,6.70678,-0.237689,0.413234,1.14652,0.859274,-0.215014,0.861625,-0.0175937,0.494436,0.626765,0.0407195,-1.50936,1.60226,0.575336,0.0879551
-8.65506,0.825232,0.0104206,6,76,1,21.4502,0.270752,0.241422,0.0452261,0.336977,0.356383,0.390181,0.210762,-0.106555,0.638203,8.51925,0.417841,1.19884,6.99504,-0.250816,0.381703,0.946649,0.902717,-0.0392583,0.834987,0.371391,0.558502,0.456103,0.030242,-1.26521,1.67004,0.610025,0.0989819
-8.58363,0.45913,0.0104206,8,255,0,21.7676,0.0969849,0.281795,0.0627025,0.463009,0.993049,0.167774,0.0771576,0.350365,1.54131,10.7889,0.187184,1.1395,5.37747,-0.506998,0.337594,0.993903,0.824663,-0.0354573,1.39168,1.67457,0.366387,0.49947,0.0626105,-1.18617,1.25028,0.804703,0.0741162
-6.06841,0.994859,0.0104206,9,511,0,19.3182,3.08834,0.318421,0.0294096,0.919853,0.0469333,1.91137,0.092566,1.40658,1.53917,2.67586,-0.135079,0.817149,4.32941,-0.795263,0.180878,-0.263321,0.350956,0.165868,1.49902,-1.4986,0.564562,0.3653,0.154087,0.734583,1.26562,0.249653,0.157249
-3.97224,0.805784,0.0104206,8,360,1,17.1885,0.203262,0.278606,0.216817,0.454192,0.0495153,0.154528,0.421944,2.9381,0.495232,6.26399,0.491528,0.774281,3.68092,-0.550045,0.293006,-0.777608,0.675003,0.15948,1.29406,-1.94979,0.848993,0.795734,0.138313,-0.7745,0.788995,0.283584,0.0748776
0.79634,0.940657,0.0104206,8,319,0,11.4059,0.939348,0.165591,0.320837,0.27246,0.019843,0.0811675,-0.0714537,1.59725,0.871029,8.3696,0.425851,1.0472,4.08681,-0.749858,0.195609,0.0976207,0.608305,0.466612,1.95947,-0.837601,0.339344,0.573506,0.10351,0.046571,0.800192,0.354681,0.0962611
-6.08759,0.96739,0.0104206,8,255,0,12.8314,0.295417,0.0682934,0.491961,0.353101,0.216651,0.0643341,0.643975,0.0982847,0.918202,3.19776,0.0568181,1.1372,8.03668,-0.906304,0.224532,-0.144216,0.398445,0.448742,1.13646,-2.60734,0.661688,0.952508,0.175202,0.289625,0.883636,0.623658,0.128143
-3.99466,0.988333,0.0104206,9,511,0,21.3458,0.314361,1.59963,1.53728,1.36002,0.250961,0.195547,0.961301,1.74194,-0.155996,4.80028,0.939654,0.968183,6.70725,-1.61644,0.235445,3.1007,1.22444,-0.133408,2.41843,0.366671,0.406685,0.397327,0.0513251,0.210286,1.39434,0.687593,0.104983
-2.07698,0.898192,0.0104206,8,391,1,15.5055,0.96445,0.293618,0.823436,1.8181,1.81115,0.877049,1.43243,-0.000430569,-0.149974,-0.364621,1.45093,1.01059,6.25216,-0.666844,0.133022,1.95899,0.591677,-0.247603,1.24404,-1.70069,0.281869,0.690995,0.143344,-0.115478,0.284574,0.455773,0.0998478
-3.68861,0.777091,0.0104206,8,383,0,19.376,0.075319,1.31259,0.71157,2.73699,0.437712,1.5184,0.942344,2.20502,0.673907,6.77347,1.15892,1.31431,4.79109,-1.14465,0.42159,1.13857,0.704806,-0.060432,0.598364,-1.07509,0.325324,0.66586,0.149484,0.414076,1.51551,0.162723,0.14989
-5.25726,0.663425,0.0104206,8,296,1,23.6679,1.18213,0.220575,1.11829,1.50957,0.668313,0.53082,0.713732,0.849568,-0.161805,4.66478,0.00714983,1.243,4.82601,-0.929129,0.344413,-0.108584,0.616296,-0.11765,1.02214,1.88569,0.904091,0.484766,0.187772,0.0714337,0.721221,0.213709,0.0732401
-1.65555,0.457974,0.0104206,8,255,0,18.4472,0.91399,0.161629,2.36102,2.5611,0.414575,0.56453,0.547759,1.02709,0.176576,4.739,0.366411,1.29957,4.55742,-0.824415,0.346903,0.0114405,0.67413,-0.15073,0.810856,1.15577,0.968544,0.480725,0.213051,-0.0412241,0.828021,0.293024,0.072543
-1.27265,0.828359,0.0104206,8,490,1,18.4456,0.554733,0.118826,2.72605,2.20082,0.522313,0.665272,0.510857,0.912941,0.107796,3.30202,0.256461,1.21825,3.85168,-0.757319,0.34019,0.495507,0.573126,-0.162442,0.813209,1.35465,0.886057,0.599165,0.187765,0.0164597,0.625065,0.274789,0.0781251
-2.21929,0.275722,0.0104206,4,31,0,22.0535,0.536996,0.119694,2.51419,2.14686,0.506725,0.621548,0.506005,0.963155,0.020236,3.26522,0.247363,1.20204,3.77715,-0.749165,0.334111,0.458595,0.594207,-0.149218,0.784162,1.3811,0.875533,0.617284,0.190373,-0.008727,0.633523,0.26909,0.0788505
1.67302,0.987422,0.0104206,8,255,0,11.9985,1.56083,0.742919,0.573295,1.61467,0.426855,2.62554,0.72757,0.444043,1.72176,2.65726,0.0839363,0.993881,7.17969,-1.17498,0.323584,0.399533,0.661614,-0.156329,0.488347,0.333169,1.04523,0.69997,0.0972788,0.135292,0.887799,0.239225,0.112648
5.18305,0.726789,0.0104206,8,255,0,5.96538,1.43256,0.574403,0.614083,1.78741,0.183473,1.8676,0.865839,0.442493,1.46988,2.03844,0.0445727,0.964475,6.19978,-1.28375,0.341399,0.759471,0.837947,-0.132276,0.62688,-0.115399,0.880677,0.554911,0.0980253,0.316827,0.83816,0.268387,0.11084
4.53578,0.502206,0.0104206,8,489,1,6.64758,0.35241,1.15461,0.423875,1.75892,0.18076,0.74609,1.01723,1.56269,0.531661,1.77689,0.522485,1.13432,4.98931,-0.844404,0.17007,1.17478,0.997663,-0.0513664,1.42762,-1.2174,0.615755,0.766034,0.0175616,0.603001,0.834103,0.313443,0.135882
3.91025,0.912095,0.0104206,8,255,0,9.61514,1.08524,0.814178,0.310071,1.96205,0.210296,1.58598,0.844416,1.44771,0.255682,1.13399,0.606901,1.02852,7.74308,-0.910355,0.157055,1.27295,0.987667,-0.151452,1.81341,-1.16669,0.494623,0.847247,0.0539025,0.585939,0.73977,0.47967,0.110802
1.14765,0.943325,0.0104206,9,511,0,7.74371,0.011653,0.499743,2.2858,1.17885,1.81277,1.10143,0.284424,-0.0964818,-0.334944,4.97308,0.0158691,0.9827,3.53106,-0.0913081,0.161198,1.22099,1.28492,-0.058154,1.24057,-0.510721,0.121569,0.53037,0.124743,-0.729432,0.757974,0.470316,0.131688
-3.11707,0.977144,0.0104206,9,511,0,18.9695,0.109345,0.086803,1.37205,0.161744,0.269676,0.971261,0.56672,2.36895,1.65653,6.23078,1.17775,0.952866,5.52587,-1.6149,0.206242,-1.0379,0.759484,0.503298,1.73598,-1.65165,0.843569,0.331819,-0.0133375,0.496633,1.21955,0.201073,0.115635
-4.10615,0.974549,0.0104206,8,255,0,16.7755,0.529619,0.0933556,1.57135,0.112715,0.35464,1.98474,0.708999,1.43406,2.85586,9.22181,0.233037,1.01381,8.26888,-1.39171,0.199703,-1.07931,0.425336,0.470747,1.47519,-1.25573,0.948831,0.559202,0.0342898,0.652042,1.35535,0.231392,0.147275
-4.28091,0.898064,0.0104206,8,255,0,28.8477,0.369447,0.0681971,1.28912,0.0998588,0.406062,1.40791,0.744993,2.15396,2.51589,3.70166,0.646547,1.08736,8.48219,-1.58654,0.189934,-0.105312,0.460099,0.482459,1.24297,-2.15317,0.761539,0.676649,0.041705,0.640105,1.1303,0.204245,0.100033
-3.5055,0.994292,0.0104206,8,301,1,17.0843,0.0957403,0.120591,2.14541,0.651387,0.0615962,0.440552,0.296332,0.884986,2.48755,4.495,0.399702,0.890763,10.2795,-0.410305,0.149926,0.0541671,0.932404,0.311443,1.47603,-1.59798,0.616739,0.548231,0.0946111,0.764883,0.97171,0.187687,0.0692154
-8.02006,0.996846,0.0104206,9,511,0,22.8196,0.808699,0.0186323,0.3741,0.117788,0.498442,1.65015,-0.241862,2.04319,1.43439,14.5051,1.09934,1.32362,3.87332,-1.08462,0.273559,-1.31183,1.31251,0.304923,1.39906,0.604784,0.730802,0.514382,0.0144933,0.431387,1.04209,0.33078,0.168039
-2.43168,0.954458,0.0104206,7,191,0,19.2585,0.403756,0.0558149,0.399608,0.294984,0.348444,1.72015,0.0437077,2.07268,2.08392,11.8782,0.515828,1.3255,4.02671,-1.2218,0.213834,-0.113735,1.5773,0.330071,1.89292,-0.236438,0.826287,0.581259,0.0671303,0.320217,0.530093,0.186794,0.140342
-1.80847,0.811174,0.0104206,8,399,1,12.2023,2.95341,0.0712478,0.0927819,0.0565756,0.637186,1.30269,-0.0324508,1.34998,2.6704,12.4552,0.284413,0.974429,6.3095,-0.631325,0.167055,1.06793,1.76082,0.225986,1.38307,-1.11937,0.429378,0.728805,0.0638428,0.553183,0.844317,0.291931,0.0790722
-2.67878,0.0401448,0.0104206,6,63,0,19.209,2.06264,0.0898753,0.108565,0.0540703,0.900355,0.88626,-0.0740722,1.35342,2.49464,14.0732,0.286821,0.930857,6.85666,-0.445676,0.160715,1.0057,1.73673,0.204066,1.35141,-1.33136,0.439407,0.683189,0.042634,0.520094,0.910603,0.338672,0.0824219
-4.90957,0.941661,0.0104206,9,511,0,16.7578,0.185855,0.221732,0.0147795,0.166441,1.38386,0.358333,-0.33485,1.95577,-0.703531,8.29976,0.570017,1.16114,6.14307,-1.77431,0.242898,-1.26084,0.771725,0.382796,0.56693,-0.535975,0.445967,0.725643,0.0605018,-0.201152,1.37109,0.486046,0.115665
-2.12825,0.775048,0.0104206,9,511,0,20.2117,1.12708,1.29903,0.110783,2.31158,0.260876,0.336611,0.03461,0.915257,-0.204791,-0.38426,0.307541,1.26209,5.72949,-0.802312,0.214612,1.09322,0.595925,0.225484,2.55504,-1.78975,0.0721113,0.67153,0.123198,-1.14994,0.933034,0.322802,0.0907625
-4.77486,0.341956,0.0104206,8,255,0,18.7847,1.45184,0.938673,0.0642292,1.35759,0.389232,0.380496,0.0676931,1.43898,-0.94831,1.09721,0.501728,1.38041,8.38741,-0.849644,0.21235,1.34913,0.920049,0.085757,2.11225,-0.862812,0.0119154,0.619103,0.0728885,-1.43787,0.957227,0.198738,0.094024
-4.96583,0.228905,0.0104206,8,511,0,28.9885,1.62154,0.992403,0.117158,1.36542,0.509678,0.395044,0.0723039,1.85041,-1.09246,2.17651,0.393379,1.46982,9.10627,-0.689296,0.20443,1.06882,1.06152,0.0232552,2.17549,-0.619177,-0.0239627,0.596542,0.0867473,-1.30491,0.790769,0.231925,0.0937363
-1.79416,0.819662,0.0104206,5,60,1,21.6302,0.866548,0.924543,0.163058,1.19513,0.986811,0.456773,0.0635678,1.77531,-1.13709,2.10927,0.59198,1.45831,8.99178,-0.532596,0.229627,0.860816,0.945508,-0.00188612,2.16164,-1.07604,0.0962429,0.664652,0.0876865,-1.1597,0.887825,0.27005,0.0984666
0.117266,0.853865,0.0104206,6,98,1,14.3127,0.913613,1.36156,0.133471,1.24548,1.65446,0.788486,-0.0677845,1.8763,-0.994309,1.04771,0.400006,1.4357,9.33125,-0.695991,0.244859,0.0814588,1.01307,-0.00783068,2.08421,-1.2869,0.128896,0.571118,0.101968,-0.935252,0.79364,0.344277,0.103647
-0.334007,0.6494,0.0104206,9,511,0,21.7038,1.18102,0.887688,0.16987,1.05222,0.230082,2.03617,0.0332247,1.1926,-1.216,6.66735,0.722984,1.01525,9.64122,-1.18477,0.335617,0.0574714,1.34334,-0.156973,2.09095,-0.197151,0.328907,0.638897,0.0622878,-0.671247,1.08272,0.436816,0.121239
-2.72331,0.992985,0.0104206,7,162,1,17.6737,1.6238,1.3869,0.233859,1.14248,0.233822,1.55199,0.178145,0.548595,-0.017596,1.87345,0.67384,1.03976,10.2865,-1.59452,0.310922,-0.448414,1.10185,-0.144719,1.84592,-1.62211,0.0541643,0.166617,0.00726006,-1.05365,0.733178,0.614776,0.131839
-1.82367,0.880615,0.0104206,8,255,0,15.9599,0.528595,0.975287,0.452272,0.16335,0.170977,0.868989,0.0917517,0.824378,0.0119227,0.680757,0.454746,1.05915,9.95964,-1.18275,0.307216,-1.15852,1.16073,0.309242,1.67473,-2.96784,0.590097,0.34956,0.00524281,-0.0328884,0.980836,0.871082,0.0926742
-4.88874,0.432513,0.0104206,8,511,0,25.1114,0.513992,0.613307,0.124019,0.0755812,0.192365,1.47502,0.842239,0.410431,0.349551,-0.955822,0.607482,1.13318,6.78182,-0.92654,0.284195,-0.919597,1.22655,0.529672,0.98386,-4.18741,0.662153,0.281826,0.00444969,0.365578,0.931553,0.581261,0.0996288
-5.28187,0.72981,0.0104206,9,511,0,25.5507,1.49423,1.89537,0.980771,0.0211442,1.32514,0.638681,0.0785106,1.05193,-0.350863,1.07226,0.829526,0.669063,3.25849,-0.0472181,0.238471,0.283427,0.291776,0.2747,0.923252,-1.38712,0.0474227,1.01846,0.0776574,-1.25389,0.992722,0.339995,0.114432
-0.0043172,0.879701,0.0104206,8,511,0,16.2645,0.459014,0.365916,1.73143,0.0321367,1.88774,1.0956,0.0125032,0.374195,1.52461,6.20191,1.06604,0.825392,6.03614,-0.936596,0.274103,1.23053,0.507859,0.620504,1.54966,-2.389,-0.00226518,0.519264,0.164359,-0.478319,0.976126,0.591619,0.110448
0.0404833,0.97311,0.0104206,8,511,0,10.5372,0.200094,0.150634,0.727936,0.191516,0.603951,0.230136,0.740614,0.507057,1.19155,7.42396,0.811241,1.0471,7.06946,-1.28721,0.0916456,-0.369419,0.975657,0.286493,1.97039,-2.59536,-0.0360341,0.353052,0.0608364,0.482651,1.2295,0.833813,0.0878407
-7.05154,0.984184,0.0104206,8,255,0,25.7089,0.40063,0.0293692,0.192845,0.102187,0.804147,1.485,0.17875,1.54646,0.20228,5.41625,1.45084,0.908439,6.67111,-0.310943,0.13815,0.839616,1.75543,-0.108971,1.79305,-2.30649,-0.142961,0.477598,0.090707,0.203422,0.782665,0.637176,0.0855186
-2.29251,0.87971,0.0104206,8,447,0,17.7972,0.772556,1.40287,0.401365,0.0873301,0.277364,0.320027,-0.0990237,0.698239,0.874509,7.02205,1.1783,0.991746,3.26759,-1.20028,0.16771,0.785963,0.603506,0.66036,1.10117,-2.38837,0.0950969,0.482831,0.0407187,0.196401,1.21414,0.445474,0.120846
1.07031,0.938652,0.0104206,7,221,1,12.6264,0.901034,1.06868,0.243168,0.104858,0.461918,0.38792,0.0627814,0.528593,0.454846,4.09187,1.38842,1.00873,3.22543,-1.12842,0.187557,1.17466,0.499787,0.672352,0.916541,-1.76052,0.16927,0.599454,0.0437479,0.227088,1.05336,0.368593,0.0968435
-2.61741,0.908792,0.0104206,9,511,0,12.3975,1.14676,1.41991,0.875712,0.134456,0.58673,2.34255,-0.130608,1.66276,-1.04154,3.62254,1.31813,1.05138,8.43418,-1.51822,0.34913,2.06403,1.03525,0.115932,2.06867,-0.00562722,1.19519,0.646249,0.103665,0.341339,1.21517,0.316374,0.0894846
-3.09593,0.824079,0.0104206,8,255,0,14.1328,1.96253,0.610798,1.90079,0.058245,0.418089,1.14144,-0.31463,2.44452,0.0185346,8.88421,1.22358,1.149,4.33305,-0.924131,0.365429,2.48851,1.17327,0.304668,1.91605,-1.42384,0.817711,0.773088,0.106044,1.11894,1.09375,0.161097,0.0735213
-4.62026,0.266623,0.0104206,5,42,1,20.6989,1.79766,0.460327,1.45082,0.0639563,0.35126,1.07449,-0.269609,2.70689,-0.0581704,10.1711,1.09563,1.15114,4.73343,-0.981408,0.358285,2.78831,1.11164,0.254959,1.92873,-1.31248,0.845936,0.790324,0.0972208,1.10834,1.03808,0.184695,0.074683
-3.9057,0.178508,0.0104206,7,230,1,20.2443,2.05692,0.519913,1.27827,0.0548026,0.320891,1.03023,-0.284929,2.75715,-0.0732447,10.5388,1.00626,1.16584,4.8989,-0.988038,0.356139,2.82048,1.07521,0.282589,1.9919,-1.20208,0.781129,0.765506,0.0886954,1.07147,1.02014,0.181189,0.0745268
-2.67105,0.556083,0.0104206,7,255,0,26.3818,1.21454,0.806616,2.38158,0.0159655,0.235597,0.833688,-0.281156,2.55297,0.085557,5.62016,1.06149,0.886248,5.17308,-0.939804,0.276284,0.764857,0.72974,-0.166314,1.62058,-2.853,0.817797,0.564111,0.0763795,0.846731,1.11337,0.0822983,0.0962812
-2.54158,0.949099,0.0104206,7,225,1,17.9943,1.30056,0.805512,2.1946,0.0205878,0.163625,0.775582,-0.278492,2.5697,0.0206971,6.16682,1.04052,0.887339,5.09136,-0.935792,0.267753,0.823722,0.701961,-0.154673,1.72424,-2.98374,0.812805,0.563642,0.0731726,0.797807,1.04549,0.0715234,0.0957601
-3.95509,0.938577,0.0104206,7,203,1,18.3172,1.58731,0.54389,2.07152,0.0270798,0.144381,1.21932,-0.212211,2.77367,0.133829,5.47241,1.06194,0.819737,4.83489,-0.873773,0.239365,0.621049,0.614202,-0.191908,1.6969,-3.3509,0.720432,0.482453,0.0633663,0.890064,1.12425,0.113927,0.102835
0.473339,0.748446,0.0104206,9,511,0,18.1507,0.264233,0.107392,0.569797,0.716904,0.461037,1.25472,0.321404,0.617504,0.591771,12.5986,0.132836,1.00915,5.18628,-0.420345,0.220429,0.125988,1.43595,0.422811,0.938282,1.55125,0.210197,0.666286,-0.0181406,-0.0932217,0.637344,0.493087,0.0988067
2.44068,0.726927,0.0104206,8,511,0,22.5012,0.196767,0.10254,0.488779,0.635629,0.528594,1.49982,0.444652,0.427617,0.624638,12.7947,0.00403774,1.02036,5.79378,-0.6053,0.229967,0.347281,1.37593,0.495016,1.19151,1.49844,0.27769,0.537664,0.0189806,-0.202432,0.72991,0.413656,0.103318
1.51131,0.962212,0.0104206,9,511,0,7.92241,0.460963,0.624029,1.36365,1.13315,1.42377,0.397229,0.329877,-0.0646492,1.63657,6.76897,0.973359,1.11971,4.77742,-0.993097,0.253195,-0.0604583,0.50533,-0.195018,1.24964,-0.646357,-0.0243488,0.17254,-0.00706551,0.39991,1.28154,0.687088,0.107702
2.63048,0.969437,0.0104206,8,511,0,19.3253,0.512521,0.827085,2.69696,2.49254,1.74174,0.305565,-0.0884471,1.17872,1.09584,12.5621,1.394,1.22368,4.61338,-1.34948,0.253827,-0.398447,0.756712,-0.16853,0.742807,-0.599345,0.187256,0.397041,0.0700965,0.258355,1.02697,0.467994,0.162003
-0.131723,0.957562,0.0104206,9,511,0,12.8605,0.610797,0.250727,0.347498,1.09338,0.937715,0.151998,0.532725,1.64179,-0.191693,8.22785,1.02191,1.2454,4.71304,-1.30428,0.220486,2.33865,0.972275,-0.0129823,1.21619,-1.85913,0.0372026,0.563016,0.0989657,0.670702,0.649338,0.251931,0.065076
-0.884535,0.978156,0.0104206,9,511,0,12.3853,0.355222,0.429488,2.28189,0.426196,1.15473,0.347675,0.0431985,0.844919,1.48203,6.59415,0.621699,0.77429,6.8051,-1.25866,0.193077,-1.34807,0.996543,0.258997,1.37729,-1.64758,0.028846,0.583819,0.0234203,0.541801,1.20781,0.549619,0.234602
-5.14409,0.985606,0.0104206,8,255,0,15.5607,2.47119,0.759788,0.87018,0.664523,1.60769,0.863948,0.0695161,0.634317,0.76536,7.30244,1.64226,1.11993,6.12488,-1.75573,0.353582,-0.954791,1.90125,0.381125,1.36667,-1.68849,-0.172738,0.617908,0.0690618,-0.113484,0.706274,0.307284,0.24504
-0.365318,0.855906,0.0104206,7,171,1,13.9904,0.873601,0.258803,1.1651,1.12974,2.30216,2.22484,0.159203,0.644986,0.499115,12.3473,1.24677,1.05394,8.72164,-1.35009,0.280369,-0.898425,1.42754,0.32966,1.59787,-2.42539,-0.0581156,0.636159,0.0592214,-0.448574,0.645039,0.366476,0.207272
-3.06049,0.924142,0.0104206,9,511,0,13.4251,0.149049,0.120562,1.75171,0.138679,1.63163,0.121732,0.938025,2.18303,0.296372,7.43434,0.777825,0.635655,5.18638,-1.35332,0.156904,1.15223,1.11298,0.340108,0.85261,-1.19923,0.0312482,0.539872,0.0824546,0.345299,1.24208,0.759048,0.0937211
2.65616,0.989594,0.0104206,9,511,0,14.3331,0.880279,0.235959,1.26494,1.04011,0.188495,0.631816,-0.0540356,0.758321,1.52018,11.1393,0.780625,1.2921,6.42979,-0.759727,0.24125,-0.756133,0.850306,-0.0187891,2.01058,-0.594474,0.900949,0.733376,0.144898,-0.956644,0.766441,0.34421,0.140563
0.108066,0.799875,0.0104206,9,511,0,9.41903,0.189664,0.13521,1.09098,0.849132,2.47025,0.680585,0.974938,1.1911,1.14705,-1.82853,0.89345,0.613155,3.91182,-1.30591,0.276011,0.0987679,1.29194,-0.222423,0.807844,-1.44831,0.114607,0.489939,0.0760782,0.314933,1.15156,0.596162,0.100328
2.96393,0.867941,0.0104206,6,106,1,17.4875,0.49192,0.599188,2.04701,1.42431,0.83869,1.36142,0.931265,0.84521,0.638821,-2.07336,1.07963,0.564893,4.54793,-0.988903,0.26979,0.241557,1.08187,-0.215116,0.722675,-2.30713,0.170347,0.512226,0.0428861,0.433953,1.06586,0.609816,0.100944
3.09343,0.960262,0.0104206,7,164,1,11.0435,0.201782,1.45899,2.04389,1.219,1.52833,1.93164,0.653782,1.72309,-0.990442,1.40808,1.02126,0.687304,-0.0904403,-1.03475,0.250991,-0.0148091,1.18781,-0.241318,0.625678,-1.06333,0.386057,0.480576,0.0900255,0.376465,1.08376,0.513197,0.110514
3.4294,0.689592,0.0104206,9,511,0,5.99295,0.579287,0.38266,0.158705,1.31261,1.29349,0.491097,0.538771,0.608436,0.225755,9.95423,1.14787,1.24421,8.8413,-1.20068,0.160945,0.149584,0.552016,-0.0899955,1.7583,-1.5524,0.149064,0.441113,0.0863037,-0.0665515,0.893527,0.315789,0.1139
1.97403,0.904772,0.0104206,7,207,1,10.3021,0.511279,0.467933,0.283074,2.6644,0.797935,0.625017,0.899504,0.603425,0.671576,11.6076,0.960127,1.05254,6.84069,-0.660438,0.24764,0.304239,0.801559,-0.0695486,1.57975,-1.31229,0.0707671,0.441461,0.104242,0.0322091,1.07785,0.258435,0.113195
-2.60242,0.988514,0.0104206,8,255,0,10.1289,0.161792,0.490212,2.96957,0.414338,0.216891,0.802837,0.0710549,2.13899,-0.175887,5.42027,0.998227,1.34539,6.81776,-1.50572,0.168004,1.51049,0.247434,0.174252,1.60052,-1.10672,0.591107,0.64695,0.126168,0.0779623,1.09312,0.226819,0.155294
-2.97077,0.982265,0.0104206,8,271,0,20.2087,0.207743,0.373496,1.67864,0.796637,0.301545,0.9542,0.156049,2.52814,-0.394347,7.58354,0.870912,1.38095,7.69512,-1.51878,0.120984,1.30179,0.296533,0.055381,1.71855,-1.32583,0.40277,0.528476,0.139007,0.249598,1.27748,0.341597,0.143185
-10.3368,0.982893,0.0104206,9,511,0,21.6904,0.608363,0.269338,1.08569,1.8732,0.0350666,0.443119,0.931749,1.84197,1.88737,11.5809,1.22641,1.22753,11.1505,-0.512318,0.206931,0.451395,0.353039,0.0275281,1.90276,-1.40342,0.603311,0.634087,0.130822,-0.360562,0.547498,0.182835,0.0900543
-1.77222,0.997638,0.0104206,8,255,0,22.9926,0.205382,0.0608808,2.20037,0.712106,0.0309439,0.719313,0.676085,1.46492,2.04187,8.10949,0.376043,0.954834,7.36034,-0.391873,0.153685,-0.0801001,0.578125,0.12896,1.6386,-0.467128,0.669156,0.653714,0.0674347,0.0359769,0.504721,0.15552,0.0893863
0.292558,0.992164,0.0104206,8,511,0,8.99226,0.345292,0.160119,0.120346,1.09425,0.0776895,1.16695,0.354153,2.07798,1.43079,10.1847,0.340985,0.820071,4.78783,-0.732104,0.1129,-0.242351,0.96911,-0.0825799,1.80155,-1.9228,0.112609,0.409765,0.167584,-0.061874,0.817419,0.261278,0.119697
0.270681,0.823596,0.0104206,8,255,0,8.78414,0.450946,0.072668,0.059971,1.0066,1.00639,1.12708,-0.0115901,0.329863,1.27254,12.5545,0.530706,0.982959,3.1068,-1.22169,0.00429464,1.72379,1.19088,0.162872,1.48909,-0.687081,0.324423,0.441066,0.189319,0.375464,0.915266,0.0889197,0.0762056
