# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = LearningCurve_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = TestData5.data.R
# init = 2 (Default)
# random
#   seed = 215632707
# output
#   file = o2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w_0,w_1,w_2,w_3,w_4,w_5,a_0,b_0,c_1,a_1,alpha_1,a_2,b_2,c_2,a_3,b_3,c_3,alpha_3,alpha_4,beta_4,delta_4,kappa_4,a_5,b_5,c_5,alpha_5,sigma
18.9979,0.999925,7.54315e-005,10,1023,0,-1.51767,0.904039,0.161904,0.196042,3.31461,0.92692,1.61548,0.421754,0.679261,1.11581,6.96399,-0.0556991,0.778211,4.33685,-1.49198,0.0556499,-0.395113,1.14525,-0.0505924,0.491195,-1.75431,0.237386,0.545942,0.152355,0.274161,1.02351,0.373701,0.103752
22.6112,0.999992,7.54315e-005,10,1023,0,-9.87428,0.909282,0.160788,0.195593,3.29522,0.922553,1.73084,0.421936,0.67915,1.12251,6.94943,-0.0400691,0.776845,4.35063,-1.49427,0.0567258,-0.393523,1.14996,-0.0519299,0.490525,-1.75208,0.239485,0.544123,0.152522,0.276972,1.03014,0.369061,0.103751
20.9846,0.999986,7.54315e-005,10,1023,0,-5.35485,0.98439,0.177267,0.203006,3.37111,0.816351,1.67317,0.423977,0.655742,1.19906,6.90536,-0.0242394,0.774671,4.35948,-1.50392,0.0539924,-0.3891,1.15705,-0.0595131,0.494646,-1.74837,0.223517,0.539153,0.150362,0.29446,1.03804,0.364823,0.103706
20.9909,0.656891,7.54315e-005,10,1023,0,-10.7423,1.00458,0.178653,0.207292,3.46291,0.829067,1.65327,0.413965,0.654014,1.18819,6.84794,-0.0466293,0.773877,4.32624,-1.49957,0.0504572,-0.406943,1.15393,-0.0633232,0.483154,-1.7335,0.22072,0.539314,0.152077,0.278928,1.03473,0.370016,0.104099
21.0329,0.833814,7.54315e-005,10,1023,0,-6.50784,1.00004,0.173441,0.214518,3.53788,0.758665,1.68953,0.392439,0.683734,1.26765,6.87034,-0.053462,0.780873,4.27932,-1.50151,0.0501566,-0.41385,1.16134,-0.0581994,0.503921,-1.7464,0.218733,0.545897,0.150222,0.308461,1.02324,0.375879,0.104333
22.6477,0.895395,7.54315e-005,10,1023,0,-6.14098,1.04736,0.166534,0.224332,3.40479,0.811755,1.2382,0.425845,0.636755,1.22567,7.06403,-0.0282317,0.770496,4.21337,-1.54061,0.0533666,-0.415606,1.16204,-0.0472446,0.489662,-1.69581,0.206571,0.526533,0.14799,0.307457,1.02886,0.364804,0.10481
22.3001,0.999996,7.54315e-005,10,1023,0,-15.3689,1.01143,0.167788,0.228145,3.41815,0.821422,1.25984,0.420783,0.642366,1.23003,7.05885,-0.0382302,0.770806,4.20383,-1.54333,0.0539299,-0.411155,1.16368,-0.0463099,0.491425,-1.69349,0.205582,0.523024,0.148291,0.305133,1.03427,0.364352,0.104685
21.375,0.99999,7.54315e-005,10,1023,0,-4.48284,0.984023,0.149623,0.24252,3.49405,0.76258,1.09695,0.381642,0.651555,1.19036,7.2559,-0.0396318,0.772866,4.27638,-1.56423,0.0618998,-0.467385,1.1698,-0.0371766,0.478519,-1.6801,0.212458,0.531857,0.144781,0.308299,1.00354,0.37881,0.104692
22.5686,0.999998,7.54315e-005,10,1023,0,-9.46209,0.985493,0.140712,0.236733,3.48618,0.724883,1.08598,0.389263,0.659832,1.20139,7.26547,-0.0416998,0.775762,4.28817,-1.57053,0.0619878,-0.485705,1.16558,-0.0363603,0.477798,-1.67226,0.218771,0.533239,0.144218,0.297064,1.00393,0.378397,0.104861
22.6735,1,7.54315e-005,10,1023,0,-4.03228,0.944921,0.131607,0.239093,3.24982,0.979117,1.1971,0.400172,0.653717,1.19824,7.17611,-0.0430557,0.780641,4.34903,-1.59153,0.0689544,-0.443841,1.16043,-0.0339977,0.476001,-1.66534,0.216594,0.54338,0.145294,0.304754,1.01109,0.388368,0.104449
21.2859,0.999985,7.54315e-005,10,1023,0,1.35902,0.96545,0.132386,0.243205,3.24761,1.01559,1.11917,0.382552,0.651414,1.28403,7.19092,-0.045674,0.780787,4.42374,-1.58206,0.0660654,-0.422386,1.15485,-0.0281001,0.485367,-1.6815,0.225119,0.542762,0.144865,0.298352,0.996275,0.386396,0.104354
21.4706,1,7.54315e-005,10,1023,0,-10.7837,0.96772,0.127073,0.238176,3.26785,0.922163,1.18163,0.37307,0.626743,1.32766,7.2137,-0.0408111,0.781891,4.41723,-1.58842,0.066258,-0.434942,1.14783,-0.0287135,0.487977,-1.70085,0.216539,0.550192,0.14703,0.299666,0.997383,0.395678,0.103719
21.504,1,7.54315e-005,10,1023,0,-15.9767,1.0008,0.130928,0.250579,3.22675,0.943483,1.08677,0.353592,0.617855,1.40427,7.20882,-0.0213051,0.782989,4.46026,-1.59966,0.0667318,-0.466228,1.15188,-0.0303112,0.487538,-1.7235,0.209542,0.536526,0.146966,0.294068,0.995661,0.396558,0.10488
22.8209,0.999999,7.54315e-005,10,1023,0,-6.89815,1.02395,0.118434,0.256982,3.11191,0.986178,0.890366,0.345801,0.60514,1.40083,6.98631,-0.0184521,0.780205,4.489,-1.57373,0.071608,-0.438997,1.17851,-0.0379884,0.466054,-1.76403,0.195996,0.520436,0.150972,0.286383,0.969396,0.393111,0.103998
23.0551,1,7.54315e-005,10,1023,0,-8.32461,0.983983,0.124549,0.259025,3.1969,0.864579,0.793282,0.345904,0.613821,1.52858,7.10272,-0.00987028,0.790109,4.48573,-1.59495,0.0715438,-0.458818,1.1728,-0.0440904,0.488034,-1.74299,0.185819,0.516825,0.153548,0.261477,0.951632,0.391071,0.105753
22.241,0.999999,7.54315e-005,10,1023,0,-10.3236,0.946229,0.119163,0.233833,3.21724,0.862039,0.804247,0.378458,0.59049,1.53602,6.87252,-0.0422078,0.781596,4.46928,-1.59992,0.0713667,-0.436459,1.1874,-0.0478361,0.47509,-1.73257,0.203857,0.512784,0.149343,0.289645,0.927541,0.401297,0.106537
22.2856,0.999999,7.54315e-005,10,1023,0,-12.3653,0.933828,0.12272,0.233018,3.25578,0.862611,0.759488,0.377963,0.587513,1.56444,6.87253,-0.0219746,0.786997,4.50438,-1.59523,0.0689608,-0.457622,1.18483,-0.0464517,0.471177,-1.76119,0.208108,0.505696,0.148539,0.286447,0.927044,0.398808,0.106507
20.5725,0.999991,7.54315e-005,10,1023,0,-7.40573,0.994243,0.126008,0.254267,3.40438,0.739282,0.747737,0.388015,0.578489,1.53715,6.91436,-0.0349057,0.781351,4.46893,-1.6129,0.0681927,-0.449105,1.17593,-0.0463286,0.488342,-1.74353,0.215902,0.505282,0.147086,0.276251,0.930733,0.399541,0.106304
23.0934,0.891496,7.54315e-005,10,1023,0,0.29643,0.947146,0.119533,0.274198,3.23878,0.873636,0.731951,0.370949,0.6179,1.55038,6.83478,-0.0390814,0.77158,4.5235,-1.63447,0.0725764,-0.465681,1.18303,-0.0412118,0.531054,-1.75715,0.220162,0.496625,0.144801,0.34331,0.927397,0.402715,0.104997
22.9889,1,7.54315e-005,10,1023,0,-14.0064,0.960171,0.121058,0.275169,3.28151,0.897754,0.729602,0.375598,0.621539,1.55073,6.82185,-0.031286,0.773979,4.53152,-1.63251,0.0709679,-0.463624,1.17657,-0.043486,0.527283,-1.75983,0.220042,0.499495,0.144497,0.343453,0.924167,0.403064,0.105153
22.9256,0.999986,7.54315e-005,10,1023,0,-12.2868,0.883895,0.119099,0.287086,3.11126,0.945404,0.66252,0.377386,0.601157,1.51979,6.95801,-0.0163474,0.7736,4.54424,-1.64321,0.0741601,-0.431783,1.18318,-0.0402558,0.533428,-1.69075,0.215384,0.503018,0.146788,0.378115,0.92304,0.400315,0.106883
22.8267,1,7.54315e-005,10,1023,0,-8.32361,0.897908,0.124656,0.274517,3.07685,0.980375,0.676867,0.39658,0.62534,1.51213,6.87041,-0.000109719,0.759587,4.53673,-1.62024,0.0669319,-0.43928,1.18191,-0.046116,0.539953,-1.67516,0.224262,0.504065,0.147816,0.362274,0.884464,0.392664,0.107962
23.2974,0.999999,7.54315e-005,10,1023,0,-16.7116,0.860048,0.126019,0.272067,3.02498,0.962821,0.662476,0.400676,0.619159,1.49271,6.89189,-0.00293612,0.760067,4.54918,-1.61724,0.0616125,-0.423187,1.17853,-0.0394102,0.529398,-1.65763,0.225663,0.501223,0.145324,0.3426,0.906382,0.386587,0.108683
23.1366,1,7.54315e-005,10,1023,0,-11.4102,0.810639,0.122831,0.272199,2.98874,0.907989,0.657732,0.388017,0.59818,1.50159,6.79895,-0.00409989,0.758995,4.57233,-1.61348,0.0601473,-0.420823,1.17246,-0.0374136,0.534889,-1.66184,0.2251,0.501085,0.146213,0.345967,0.912523,0.394519,0.109667
23.1427,1,7.54315e-005,10,1023,0,-14.7027,0.803087,0.125384,0.274143,2.99729,0.840397,0.671579,0.39056,0.590198,1.49501,6.77478,0.000251048,0.752318,4.57084,-1.61257,0.0605647,-0.420967,1.17172,-0.035807,0.532306,-1.66076,0.222709,0.496495,0.145814,0.337097,0.913086,0.390244,0.109609
23.1305,0.999999,7.54315e-005,10,1023,0,-13.3726,0.797868,0.128598,0.280696,2.97635,0.790658,0.658552,0.419986,0.580056,1.5321,6.75609,-0.0197709,0.75296,4.51916,-1.62399,0.0602326,-0.450365,1.17922,-0.030174,0.544404,-1.69224,0.233903,0.503352,0.144764,0.34694,0.907319,0.393804,0.1094
22.8629,1,7.54315e-005,10,1023,0,-9.47282,0.854087,0.131972,0.272056,2.99665,0.834726,0.692821,0.396842,0.592795,1.53393,6.95388,-0.000468043,0.753868,4.53271,-1.63233,0.062779,-0.455018,1.17148,-0.0300673,0.527795,-1.68012,0.240962,0.493874,0.144294,0.360892,0.89171,0.39349,0.109064
23.0685,0.999998,7.54315e-005,10,1023,0,-13.994,0.861946,0.151216,0.266299,3.05655,0.777146,0.701249,0.377632,0.657288,1.55141,7.1286,0.0112053,0.761009,4.47897,-1.63222,0.053766,-0.446094,1.17997,-0.0385995,0.537081,-1.63003,0.252503,0.505848,0.145085,0.341557,0.894501,0.38375,0.108711
22.8988,1,7.54315e-005,10,1023,0,-10.8861,0.833885,0.129667,0.287836,3.03654,0.844804,0.717469,0.402556,0.714356,1.53332,6.95614,-0.03168,0.76434,4.62654,-1.60948,0.0600763,-0.516901,1.18135,-0.0323844,0.537477,-1.58237,0.249347,0.51262,0.148895,0.346407,0.871571,0.380644,0.108776
23.5071,0.999995,7.54315e-005,10,1023,0,-14.4759,0.825102,0.128706,0.297505,2.94066,0.886538,0.773024,0.44994,0.713386,1.59447,6.86591,-0.0444024,0.767758,4.62336,-1.59082,0.0642618,-0.552124,1.16647,-0.0311859,0.556027,-1.59131,0.250739,0.524763,0.149188,0.346363,0.873744,0.376702,0.111313
23.5081,1,7.54315e-005,10,1023,0,-9.89455,0.762931,0.123523,0.312509,2.92308,0.890297,0.821078,0.485154,0.729222,1.61742,6.99852,-0.0613105,0.785271,4.53838,-1.59568,0.066336,-0.556111,1.18343,-0.0321054,0.568844,-1.56556,0.246357,0.527355,0.143827,0.324398,0.872813,0.373441,0.11151
23.859,1,7.54315e-005,10,1023,0,-14.3462,0.78292,0.125701,0.313641,2.91961,0.901347,0.781595,0.478679,0.734095,1.60168,7.07406,-0.0483111,0.789766,4.54901,-1.60829,0.0703968,-0.572111,1.18318,-0.0288392,0.559262,-1.56692,0.240526,0.528657,0.143349,0.326722,0.877747,0.376535,0.111876
24.1435,0.999999,7.54315e-005,10,1023,0,-12.0107,0.804223,0.137242,0.304503,2.84486,0.792999,0.746768,0.475095,0.753311,1.61532,7.09685,-0.038011,0.792976,4.59077,-1.60954,0.0719252,-0.562315,1.18192,-0.0267329,0.570164,-1.55564,0.237515,0.531665,0.141057,0.310109,0.872657,0.373083,0.111803
23.159,0.999984,7.54315e-005,10,1023,0,-10.2149,0.801902,0.137073,0.304314,2.81365,0.8211,0.763709,0.474636,0.745279,1.61321,7.13034,-0.0521444,0.792904,4.58948,-1.60224,0.0728307,-0.566193,1.18097,-0.0271913,0.574058,-1.53595,0.246507,0.528544,0.140859,0.302452,0.883202,0.378956,0.112318
24.604,1,7.54315e-005,10,1023,0,-14.0595,0.783907,0.134692,0.315839,2.81595,0.933738,0.736583,0.495574,0.724466,1.59843,7.06574,-0.0331607,0.793039,4.71072,-1.60361,0.0725805,-0.503103,1.16368,-0.0321675,0.582595,-1.53789,0.259912,0.533396,0.142081,0.300328,0.868669,0.381773,0.111134
23.1181,0.999998,7.54315e-005,10,1023,0,-7.35065,0.781849,0.136118,0.329878,2.88265,0.852876,0.691273,0.530214,0.728322,1.57364,6.87606,-0.050563,0.784729,4.68197,-1.62459,0.0717841,-0.548502,1.1696,-0.0398935,0.588595,-1.51984,0.256052,0.555715,0.141,0.275043,0.862673,0.380261,0.111481
22.2346,0.999994,7.54315e-005,10,1023,0,-10.888,0.782888,0.139147,0.328161,2.90988,0.871178,0.674015,0.532105,0.735493,1.58747,6.89422,-0.0566832,0.787388,4.69877,-1.62158,0.0696282,-0.555513,1.17769,-0.0391201,0.583761,-1.5261,0.255965,0.55606,0.142472,0.276761,0.858896,0.379067,0.111409
21.8747,1,7.54315e-005,10,1023,0,-13.6272,0.788934,0.135913,0.323125,2.97217,0.891872,0.654922,0.538733,0.7472,1.60088,6.9039,-0.0474875,0.786077,4.66016,-1.61721,0.0682178,-0.543569,1.17954,-0.038647,0.583879,-1.54366,0.25063,0.561228,0.141131,0.275734,0.845948,0.377062,0.111097
21.581,0.999996,7.54315e-005,10,1023,0,-9.28186,0.768953,0.135074,0.320931,2.99114,0.906477,0.646938,0.540184,0.743511,1.57466,6.93196,-0.0684577,0.785125,4.65653,-1.61896,0.0679144,-0.541157,1.18632,-0.0348477,0.587068,-1.54373,0.252598,0.559405,0.140928,0.286903,0.846133,0.37834,0.110104
21.4923,0.640268,7.54315e-005,10,1023,0,-10.6086,0.786273,0.120777,0.339496,2.98612,1.10782,0.649744,0.55986,0.721254,1.64219,7.15119,-0.0727821,0.784719,4.63888,-1.61706,0.0675502,-0.546471,1.1773,-0.0363615,0.603574,-1.52692,0.233793,0.558369,0.140672,0.247346,0.897096,0.386693,0.111002
19.5314,0.591394,7.54315e-005,10,1023,0,-8.33111,0.776452,0.123165,0.331581,3.10455,0.925203,0.645174,0.553298,0.770569,1.70757,7.27406,-0.0703594,0.783969,4.65884,-1.62551,0.0662778,-0.568112,1.1764,-0.0306618,0.586534,-1.48074,0.223857,0.577309,0.144052,0.239048,0.887905,0.375434,0.112055
22.6795,0.625611,7.54315e-005,10,1023,0,-8.50143,0.796114,0.130273,0.32145,3.11439,1.01051,0.705421,0.563587,0.770306,1.68634,7.27104,-0.0804112,0.778794,4.77961,-1.6209,0.0668602,-0.581715,1.18425,-0.0225309,0.561152,-1.50966,0.214081,0.578019,0.145356,0.232464,0.885736,0.377462,0.112501
22.8287,0.999996,7.54315e-005,10,1023,0,-6.051,0.792043,0.130843,0.322337,3.11005,1.00575,0.702712,0.563368,0.770844,1.69137,7.26417,-0.0751087,0.779353,4.77735,-1.62134,0.067021,-0.574561,1.18366,-0.0226517,0.560992,-1.50953,0.214716,0.579314,0.145532,0.23811,0.885826,0.377475,0.112448
21.6204,0.58651,7.54315e-005,10,1023,0,-10.2775,0.83161,0.131387,0.329673,3.12735,1.05812,0.722168,0.574631,0.773099,1.66739,7.20034,-0.0853319,0.7862,4.64858,-1.61582,0.0669287,-0.602037,1.18134,-0.0298032,0.572907,-1.48471,0.219708,0.582486,0.144292,0.244408,0.86904,0.382624,0.112192
21.1385,0.379275,7.54315e-005,10,1023,0,-12.6237,0.843848,0.131916,0.325407,3.13272,1.01403,0.716244,0.56558,0.766977,1.66992,7.18408,-0.0824486,0.784933,4.62676,-1.61646,0.0665911,-0.596257,1.18053,-0.0303536,0.568975,-1.48378,0.219831,0.577845,0.145359,0.250583,0.87363,0.382337,0.112416
23.2831,0.913001,7.54315e-005,10,1023,0,-3.30987,0.820999,0.138527,0.325677,3.20555,1.17713,0.65696,0.512472,0.718685,1.60226,7.29351,-0.049463,0.784311,4.60483,-1.60941,0.0719258,-0.584294,1.18446,-0.0126061,0.546338,-1.52337,0.208184,0.539944,0.145704,0.202414,0.889429,0.374395,0.113286
23.1297,1,7.54315e-005,10,1023,0,-10.6396,0.807159,0.135854,0.328288,3.18774,1.24832,0.663187,0.507701,0.71784,1.56729,7.28181,-0.0568533,0.783938,4.60697,-1.60675,0.0739909,-0.58576,1.18631,-0.0101207,0.548655,-1.51543,0.205215,0.544899,0.146118,0.209568,0.888903,0.370408,0.113168
23.6978,0.999996,7.54315e-005,10,1023,0,-15.0157,0.807645,0.153021,0.312884,3.07794,1.23554,0.687074,0.498006,0.769554,1.56569,7.15724,-0.0421888,0.784057,4.54858,-1.60819,0.074292,-0.614156,1.19484,-0.012577,0.546689,-1.47314,0.223247,0.534407,0.146256,0.206369,0.905932,0.361365,0.111808
23.187,0.999998,7.54315e-005,10,1023,0,-11.0615,0.813563,0.149349,0.280133,3.22116,1.18644,0.655768,0.519662,0.7876,1.60473,7.19609,-0.0486401,0.788924,4.48364,-1.61911,0.0682094,-0.587541,1.19677,-0.0232067,0.56756,-1.51937,0.226696,0.524582,0.149353,0.215012,0.882719,0.36021,0.109042
22.322,1,7.54315e-005,10,1023,0,-13.0609,0.82723,0.155739,0.276933,3.26196,1.1552,0.626437,0.538563,0.789011,1.5813,7.22735,-0.0423895,0.797153,4.59205,-1.63243,0.0742173,-0.641857,1.20937,-0.0284376,0.578446,-1.51228,0.209236,0.509588,0.146181,0.218985,0.877175,0.36813,0.107233
22.4507,0.999996,7.54315e-005,10,1023,0,-14.5802,0.822887,0.157091,0.278481,3.27712,1.16622,0.611707,0.538556,0.790341,1.57713,7.2264,-0.046785,0.797825,4.58655,-1.62898,0.074699,-0.63262,1.20804,-0.0301298,0.579163,-1.50859,0.20921,0.509394,0.145521,0.221961,0.876102,0.369046,0.10714
23.8734,0.999999,7.54315e-005,10,1023,0,-6.84892,0.81339,0.167582,0.283597,3.29824,1.39266,0.610986,0.513859,0.802162,1.57534,7.25162,-0.00850615,0.791659,4.4961,-1.6364,0.0778695,-0.612547,1.19226,-0.0340296,0.578718,-1.52802,0.234035,0.522055,0.143745,0.203707,0.858705,0.365712,0.10725
21.0319,0.999965,7.54315e-005,10,1023,0,-6.91283,0.783929,0.139378,0.295518,3.12921,1.29752,0.59108,0.527685,0.84757,1.42637,7.14144,-0.0355803,0.791246,4.35108,-1.6142,0.0790517,-0.647272,1.19866,-0.0269227,0.550817,-1.54043,0.23729,0.518167,0.1384,0.204139,0.884901,0.373826,0.107172
22.9303,0.999999,7.54315e-005,10,1023,0,-3.14329,0.793734,0.151848,0.299508,3.10588,1.11882,0.55145,0.526347,0.868873,1.47236,7.07852,-0.0394996,0.800354,4.4002,-1.64175,0.0864307,-0.671508,1.20842,-0.0251797,0.550689,-1.54611,0.231386,0.508557,0.134023,0.191245,0.921479,0.375019,0.106486
