# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = LearningCurve_model
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 2500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = TestDataF.data.R
# init = init.R
# random
#   seed = 382092907
# output
#   file = of18.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,e.1,e.2,e.3,e.4,e.5,e.6,e.7,e.8,e.9,e.10,e.11,e.12,e.13,e.14,e.15,e.16,e.17,e.18,e.19,e.20,e.21,e.22,e.23,e.24,e.25,e.26,sigma
# Adaptation terminated
# Step size = 0.00125059
# Diagonal elements of inverse mass matrix:
# 0.0830774, 6.27825, 288.492, 1.54614, 47.3853, 57.1104, 42.1241, 0.448522, 17.2323, 8.59873, 727.708, 1.57753, 4.87894, 91.3746, 91.035, 40.8343, 1.91046, 226.691, 44.2528, 244.506, 70.3176, 4.8227, 1.41793, 48.5545, 7.62398, 356.483, 0.800156
3.85134,0.712306,0.00125059,2,4,1,6.78058,0.713598,5.52123,61.5179,1.40276,-26.7816,-0.591494,18.521,2.75229,-22.5422,-9.24386,-194.021,2.6597,14.0722,-35.6277,-13.1722,25.816,4.79151,26.2644,27.4231,-58.5688,34.103,0.134366,-1.10091,-7.81899,6.40036,-61.3541,0.388144
4.6274,0.992896,0.00125059,7,183,1,14.1012,0.663018,6.06408,61.8907,1.37905,-25.3378,-0.744456,18.9328,2.83104,-22.0997,-9.31645,-195.945,2.55592,14.2275,-34.8385,-13.1074,26.4193,4.61933,27.9434,27.5413,-60.9561,33.3083,0.228585,-1.26568,-7.55815,6.42055,-59.9773,0.395795
6.44291,0.993564,0.00125059,10,1023,0,10.0679,0.486021,8.84385,62.4987,1.86052,-21.5712,-9.5361,25.204,3.04607,-25.2798,-11.9904,-170.528,2.12368,15.1091,-28.5486,-4.73944,26.8599,4.2913,13.1392,28.8218,-64.6886,32.4269,0.531423,0.651011,-14.6186,3.51976,-25.4542,0.1723
7.29423,0.969372,0.00125059,8,376,1,13.1713,0.560333,9.20881,53.0084,1.09412,-23.5505,-5.08298,28.1575,2.80238,-27.5682,-13.3219,-170.005,1.81959,14.6025,-27.7011,-9.23588,27.1483,4.13049,9.9275,27.1868,-61.6173,33.797,1.40104,0.3954,-15.4038,3.99558,-20.5854,0.170728
5.75149,0.606294,0.00125059,8,337,1,4.37145,0.570314,9.08447,52.0953,1.22749,-23.8282,-5.85008,28.7636,2.84602,-27.2003,-13.3815,-173.896,1.82407,14.5529,-27.9709,-8.93666,26.1076,4.25275,12.7423,27.0018,-63.6797,34.4089,1.68775,0.305121,-16.2919,3.70545,-22.3132,0.155846
7.41568,0.990736,0.00125059,9,614,1,7.74713,0.588515,9.23377,52.1138,1.29184,-23.8684,-6.09509,29.1706,2.95665,-27.4123,-13.1396,-176.515,1.67691,14.4285,-28.1306,-8.79896,26.2238,4.24414,11.4604,27.5741,-65.2738,33.4572,1.98623,0.280414,-16.9873,3.81259,-20.7837,0.167532
